age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
42,78.5,150.8,115,48.1,57,13207,19
27,93.4,196.7,119,58.1,53,9714,39
38,79.2,190.5,86,46.8,61,2490,10
56,85.9,191.9,61,30.2,75,12226,63
44,68.6,154.7,133,56.1,68,10166,13
44,54.6,186.9,123,38.5,63,12903,144
19,72.9,198,64,45.1,74,11678,39
58,69.7,183.9,150,36.1,49,16885,99
30,93.4,178.5,127,38.9,52,8099,74
26,62.2,197.3,170,50.6,81,18581,133
53,98.3,172.1,72,42.9,80,12159,38
39,97.9,180,140,48.8,69,15810,162
59,62.4,173.8,144,54.7,49,11726,49
43,67.4,196.6,82,40.2,77,11540,35
29,94.8,153.8,156,47.1,66,10102,26
34,98.3,175.1,109,53.3,69,14754,168
31,72.2,184.3,138,51.5,73,5844,17
31,66,189.6,137,46.2,74,2595,78
51,76.3,179.2,132,41.5,74,10330,10
37,84.4,195.4,167,42.2,75,19398,88
28,63.7,197.1,96,43,78,2241,80
33,86.8,153.2,89,40.5,72,17002,55
48,52.6,170.1,152,51,54,19116,117
23,52.5,151.2,82,33.8,48,2134,108
36,69.3,166.5,93,59,77,4626,133
54,67.7,176.8,178,53.4,61,12316,157
21,65.8,195.5,123,38.9,55,9179,177
21,74.6,192.3,114,31.3,51,3510,11
37,66,156.4,130,51.3,61,15045,80
27,59.6,154.7,176,52,72,8907,112
41,65.5,179.5,68,58.9,61,6512,86
52,98.7,176.6,173,37.6,54,6302,106
43,70.6,163.3,63,32.5,70,12960,39
54,72.2,195,125,57.5,50,6406,39
55,78.8,196.4,179,37.8,61,11591,33
38,99.2,170.1,150,51.6,60,11742,70
57,62.1,194.5,92,31.8,83,5411,150
56,84.1,169.2,91,52.8,70,18466,134
38,85.8,186.8,103,33.8,48,7696,89
27,80.4,173.8,168,50.9,64,15763,24
55,54.4,156.1,169,46,55,13112,20
21,83.8,196.4,96,58.7,67,12475,149
37,53.2,172.7,150,31.1,77,7760,95
34,79.8,186.7,151,38.8,75,16365,98
24,87,168.4,126,32.1,51,15894,12
21,60.5,150.9,119,56.4,66,8426,33
46,92.1,155,118,47.8,49,18088,98
31,51.5,174.8,95,46,81,14525,18
20,92.2,184.5,108,33.9,45,9906,55
41,73,166.7,110,44.7,50,10922,103
54,60.9,184.8,166,42,48,16282,80
33,56.7,184.9,67,39.5,74,19744,148
21,97.7,185.2,167,53.2,74,4078,19
41,53.6,174.6,109,31.8,61,19361,12
51,60,195.7,173,49.4,68,9793,28
47,67.4,174.5,100,54.7,75,3637,139
35,81,172.5,160,57.2,72,15916,154
36,77.2,160,176,52.4,48,12173,139
48,56.3,165.4,172,38.5,83,6004,153
36,64.5,152.1,168,48,63,18966,122
36,61.9,181.7,97,34.2,68,17701,147
39,60.7,162.4,179,33.5,51,12168,52
41,70.6,165.2,145,49.2,53,10475,67
29,85.2,188.5,137,55.5,66,4398,122
47,60.9,166.4,138,32,46,3238,131
55,68.3,162.1,114,33.2,71,5466,161
48,69.5,158.5,169,47,60,7363,94
53,98.8,188.7,127,36.5,49,5166,115
36,97.7,156.5,77,48.4,56,2779,153
53,90,172.7,124,36.4,70,4134,109
47,62.1,175.3,123,33.5,59,10611,108
50,53.4,184.4,71,46.4,47,16583,18
35,65.8,181.7,177,55.9,53,6955,15
45,63.3,190.5,100,50.6,72,10398,117
28,75.3,152.2,101,54.6,83,9249,161
50,88.9,164.8,176,38,80,14062,147
34,92.9,164,119,56.6,69,5796,91
23,92.2,157.3,109,41.3,72,17312,36
21,68,164.5,140,55.6,65,15207,128
37,84.4,165.5,142,44.1,73,3446,109
44,65.6,176.1,95,38,69,2951,12
32,53,183.2,107,37.8,74,3717,47
23,85.1,169.1,130,47,83,7913,83
31,50.5,186,132,32.4,55,13390,82
28,70.5,166.8,67,57.9,63,17477,26
56,66.5,164.5,84,38.1,55,19980,115
26,84.7,177.1,66,40.1,69,8594,57
43,88.3,151.2,165,37,45,13925,93
33,65.2,154,67,30.1,76,11098,16
22,90.6,170.9,147,50.8,65,13942,135
27,64.7,197.1,140,47.7,57,16012,158
20,72.3,186.1,135,54.3,78,14250,162
30,86.4,154.4,169,31.2,61,17408,90
47,84.6,192.3,90,57.9,63,12346,165
23,99.4,186.6,71,39.9,54,16428,61
34,61.3,180.5,116,57.4,53,7755,22
36,83.1,191,125,33.2,55,15116,43
59,80.5,170.2,71,52.3,82,8283,136
52,95.8,161.1,86,47.4,75,18268,114
43,57.8,175.6,105,40.7,46,3337,141
22,87.6,177.4,66,32.4,68,12687,53
46,78.4,176.9,120,48.1,49,8826,135
54,63.7,178.3,117,30.8,74,7667,152
37,73.7,197.4,117,45,83,14929,17
38,66.7,195.1,72,48.1,79,18214,123
27,79,193.8,112,52,61,10764,14
22,94.5,190.1,159,59.7,75,10013,95
53,78.5,197.2,124,37.8,46,5044,82
23,81.6,154.9,108,39.7,60,7018,101
43,75.9,163.3,94,40.2,65,9467,130
21,52.6,174.8,153,51.9,74,12006,55
56,61.6,192.3,154,58,45,6041,125
56,74.6,175.3,76,59.2,58,3889,122
52,65.5,187.4,131,58.4,60,12091,75
18,59.1,156.9,126,56.4,53,15515,163
41,75.2,162.6,69,59.7,52,12521,40
53,66.1,186.6,93,41.3,53,5718,60
23,62.9,158.2,145,58.4,78,11248,50
58,73.2,167.6,63,52.8,77,11698,60
48,56.7,163.2,155,35.1,66,16483,156
37,96.4,167.5,88,31.4,74,3630,104
41,93.4,185.4,105,36.4,51,19375,82
42,85.4,168.4,134,53.4,62,17283,140
53,55.3,177.8,105,49,65,6590,47
38,88.8,155,136,36.7,49,8866,50
47,90.4,190.3,118,52.3,51,11222,162
41,88.4,168.5,120,34.2,56,6921,138
59,55.7,182.4,127,54.7,61,15345,63
47,82.2,186.3,125,53.8,68,10754,95
39,91.7,160.5,93,59.2,81,8249,22
45,78.9,194.2,166,34.5,63,2793,49
24,82.3,180.8,145,57.2,60,15993,30
52,72.9,171.4,64,40.2,69,2986,178
45,76.4,159.1,68,42.5,71,5595,170
31,51.7,197.1,79,44.1,51,17527,38
27,81.9,187.8,80,48.8,52,19238,134
33,54.1,160.4,76,59.8,59,16413,41
33,71.8,166.9,71,48,60,19953,20
48,64.6,190.5,151,57.8,52,4256,45
59,77.3,184.8,141,37.7,80,14101,102
42,56.7,188.3,126,42,76,15722,121
30,84.6,172.1,64,45.1,61,12414,168
23,89.8,185.8,119,39.7,80,6176,151
26,58.2,169.3,112,59.3,66,9961,126
53,55.2,160.6,111,51.8,76,17416,59
37,57.3,181.6,137,44.4,55,7254,132
35,93.9,198.8,107,52.5,50,10429,82
38,76.4,165.5,149,44,66,15783,106
21,73.4,173,78,30.5,58,14917,96
50,55.3,183.7,164,46.3,72,3732,106
44,82.5,177.1,76,48.8,83,17475,172
24,93.4,192.2,113,59.4,56,13253,119
23,91.4,188.1,162,31.2,71,2814,167
32,81.3,152.9,165,45.4,45,9035,119
35,53.8,199.9,127,32.9,54,3186,64
49,55.6,187.6,165,34.5,77,11176,103
28,52.5,193.2,94,48.3,60,18903,118
37,62.9,182.6,147,36.9,83,12738,138
41,56.8,192.8,100,52.5,50,7041,24
32,63,155.6,72,45.4,69,19838,162
24,69.3,167.4,92,36.5,64,9759,29
38,97.1,193.8,74,44.8,80,11250,153
59,80.5,160.1,122,30,67,2946,61
43,91.7,153.9,74,55.9,60,6030,96
31,85.5,189.4,90,30.4,45,10327,74
54,55.6,191.8,166,30.2,74,19176,120
38,86.8,158.1,87,48.3,71,3136,93
35,63.8,192.7,69,59.2,46,2554,120
22,82,184.3,116,55.7,65,15233,79
20,67,176,130,37.6,53,5403,138
40,99.9,191.5,92,35.9,68,19750,103
43,63.2,171,66,48.8,83,2948,135
54,64,159.7,64,54.7,51,10295,25
41,96.5,164.2,149,40.9,74,9207,164
36,51.2,175.3,178,43,46,11238,27
42,84.8,176.6,139,33.5,56,9419,86
38,86.3,190.3,116,34.6,57,7956,53
29,91.8,189.6,131,47.1,47,16625,59
58,98.7,179.1,145,33.1,84,9322,101
50,98.8,189,157,36.1,62,4614,23
21,53.3,159.6,99,37,83,17465,61
59,91.1,152.5,87,43.3,50,13523,102
24,82.3,193.7,169,31.4,71,5271,130
39,82.4,153.8,95,45,59,11029,59
50,56.4,162.3,115,57.9,59,7678,132
34,82.5,184.8,106,30.7,63,19265,26
41,99.1,170.5,130,48.9,82,17221,133
51,95.6,193.8,175,55.1,64,17571,129
45,72,164.9,99,39.4,64,12394,140
58,52,150.6,118,33.9,62,17866,104
56,68.1,165,102,31.3,78,4198,158
39,91.3,178.9,151,49.3,83,11407,42
34,85.1,168.8,125,46.6,81,11072,10
51,73,176.7,68,36.9,79,19138,124
23,52.8,193.8,65,54.9,82,7217,13
23,71.3,195.6,178,52.1,82,10892,159
51,73.5,163.3,124,38.3,45,12411,66
18,96.4,173.1,62,52.6,56,2370,177
27,82.1,177.5,133,37.3,49,3732,65
38,65.6,197.5,96,50.3,71,17514,72
22,76.3,199.9,167,33.6,83,7259,112
19,53.3,161.8,146,50.8,64,16116,126
39,98.6,186.3,92,37.2,84,19185,176
19,68,168.9,68,47.2,63,11181,16
27,73.9,150.4,112,35.2,82,2415,151
51,67.8,150.5,136,51.8,59,5337,134
33,84.1,173,151,31.8,50,10027,99
56,83.1,174.4,110,35,53,7057,155
39,85.8,151.1,130,35.5,80,8967,64
29,63.4,184.3,85,31.2,67,3620,124
41,65.8,164.7,75,52.4,54,9993,132
57,56.3,178,99,59.4,45,9386,125
55,82.8,165,149,53.4,55,6893,124
27,52,158.4,110,55.8,64,6856,162
52,79.9,170.4,98,30.2,72,5655,123
49,93.5,161.6,114,33.5,66,18260,105
24,94.5,176.7,155,46.8,64,18463,89
38,72.5,159.9,95,59.3,82,14424,12
37,73,175.4,165,49.8,60,6308,158
43,53.8,157.9,124,41.2,46,2618,169
21,83.5,183.5,172,34.4,69,19343,139
39,91.1,187.7,144,34.6,71,13470,120
32,62.2,155.5,136,40.9,47,17492,29
57,71.1,173.4,174,51.4,67,10114,124
38,91.9,153.5,149,31,76,14188,155
32,93.9,179.9,104,55.6,61,12669,84
39,62.2,163.2,68,58.2,84,13443,45
45,77.5,176.4,96,56.7,64,9235,111
31,59.6,175.9,146,57.4,74,11914,85
44,55.1,196.2,60,30.5,72,19545,70
58,95.6,177.5,125,59.3,67,12081,69
57,91,179.1,122,41,63,17667,126
45,88,170.1,102,56.1,69,13593,45
43,52.4,197.5,87,35.6,68,10160,77
19,92.2,188.9,159,43.4,45,11291,53
42,71.9,164.3,90,31.3,72,14210,86
20,67.1,192.2,164,31.2,73,6132,99
25,77.3,171.6,128,58.3,79,2844,38
50,54.6,191.4,160,54.3,61,3643,173
59,87.8,191.1,148,45.9,55,3263,145
52,79.1,159.4,67,45.8,81,4934,142
23,59.3,185.1,93,52.5,51,9174,105
56,59.4,164.5,162,40.3,70,2215,135
40,59.2,164.9,108,52.9,67,6776,147
42,52.9,164.8,155,44.6,62,16100,19
36,79.4,186.3,117,49.1,73,11699,143
22,92,161.5,134,58.9,83,3116,25
28,50.9,150,106,44.1,78,9750,35
29,52.5,185.8,84,42.6,82,15580,30
27,78.6,158.6,62,57.2,52,15932,109
25,91,155.2,104,57.1,65,12932,178
41,66.3,161.9,173,59.8,65,15246,115
45,67.5,169,111,46.5,80,11340,39
58,79.8,173.8,155,40.3,61,8380,142
53,63.7,152.2,175,37.2,60,16988,147
54,51.3,198.5,158,31,59,17833,104
38,86.8,185.8,155,51.8,59,11332,148
25,81.3,166.2,93,37,84,7655,144
26,79,165.9,160,48.2,61,4448,149
32,87.1,172.4,175,57.5,45,16185,73
57,83.8,181.3,128,58.5,57,19211,132
35,60.3,157.3,168,30.1,82,3203,122
59,67.6,159.4,151,39.5,54,8619,50
37,56.3,193,151,55.1,77,8798,37
23,56.5,162.8,67,46.1,70,19228,132
29,83.8,169,86,54.2,56,4971,89
19,92.9,193.6,139,55.6,63,3268,12
24,98.1,183.2,122,43.3,59,17952,110
33,81.4,167.1,141,40.8,49,6744,41
20,59.2,184.2,84,43.7,46,9735,30
20,55.3,151,117,49.6,58,16548,130
44,90.6,186.8,107,41,73,11821,64
57,78.9,174.4,60,53.2,45,5530,27
55,80.9,190.7,67,57.1,57,7085,62
50,89.1,197.7,80,38.5,76,10995,121
45,85.2,196.3,157,58.9,78,4264,130
18,91.7,195.5,147,48.7,58,2019,119
25,52.8,175.6,160,56.3,82,14962,84
54,87.4,168,149,33.1,82,9296,70
49,92.5,173.3,170,37.5,59,18333,17
54,64.3,184.5,137,39.6,83,10748,21
21,82,194.2,88,39.1,50,13755,50
47,65.7,160.3,89,35.2,73,4725,159
23,97.9,195.9,62,56,81,15025,136
36,51.7,190.8,66,42.6,63,6887,146
49,79,198.9,159,58.9,45,15658,87
26,58.3,194,70,47.5,65,18580,148
29,85.6,164,91,34.2,83,7226,150
28,58.8,155.3,118,46.4,62,4828,165
33,61.8,155.6,71,59.8,71,15031,98
18,74.7,164.6,138,47,72,5988,73
38,95.7,180.7,97,30.1,52,16239,73
47,60.6,190.2,83,58,75,5278,79
30,57.2,195,124,37,56,8470,64
51,87.9,181.2,77,50.7,50,14766,46
21,75,150.3,105,45.5,70,6761,170
45,95.6,159.3,115,39.8,60,3387,34
55,57.3,155,122,38.5,74,19025,123
48,82.3,168.2,66,57.9,63,17146,32
44,61.6,175.1,165,57.4,62,9210,145
22,57.8,152.2,164,45.4,68,2574,26
42,84.2,167.4,125,37.8,64,11913,104
20,79.7,159,99,33.1,51,11210,99
50,87.7,182.4,113,34.7,51,9796,84
21,65.5,173.2,90,45.7,60,13612,71
42,72.4,174.8,156,39.2,58,3456,20
37,70.3,171.4,111,31.3,56,3595,177
51,99.2,197.8,153,43.7,73,9986,177
43,64.6,160.7,90,52.4,59,15146,130
22,64.7,175.8,93,56.8,52,12042,65
52,67.7,186.8,66,47.6,83,2831,62
45,78.2,177.8,148,51.7,53,12973,94
46,62.6,196.5,75,40.9,72,12763,37
26,95.8,168.9,81,44.9,71,10488,95
55,63.3,173.2,159,51.9,51,8760,179
23,94.8,154.4,112,51.8,58,10910,124
36,55.2,180.4,150,42.7,55,7694,55
28,82.8,164.4,76,46.3,76,2010,27
19,95.3,158,63,57.7,72,6880,32
26,58.4,177.2,120,49,50,18794,163
38,98.4,176.6,158,49.3,79,12846,108
41,72.6,153.8,164,53.5,50,16490,38
51,97.3,184.9,145,33.5,68,15517,61
39,83.8,181.2,170,45.7,53,18982,119
20,65.1,159.5,111,58.8,46,19207,115
29,59.4,173.5,94,40.8,82,12589,55
45,65.2,186,103,38.8,58,7217,10
47,54.7,176.5,74,48,75,9086,153
43,57.2,169.8,120,36.6,74,14306,34
38,55.2,166.1,175,46.7,71,2312,71
45,71.1,180.5,163,34.7,80,13166,91
43,89.8,197,103,47.4,75,8671,89
50,57.1,183.6,80,48.1,50,13930,153
38,56.5,153.7,136,42.6,62,4492,100
52,82.2,173,106,41.5,58,12137,130
51,59.9,194.5,134,37.4,64,18614,171
58,54.9,154.7,108,39.9,55,12864,62
35,58.3,199.4,112,45,81,17346,160
28,96.2,197.5,179,37.4,84,17224,53
40,91.1,153.9,86,53.5,48,16694,41
39,67.7,196.7,90,51.3,50,13646,32
34,82.8,168.2,103,38.1,67,13775,157
22,76.9,192.2,91,32.9,52,2043,28
28,83.9,170.9,175,30,74,9532,38
47,84.1,172,89,47.9,80,7384,155
32,81.4,181.7,77,36.3,55,7615,78
44,63.3,188.7,122,30.4,49,4995,149
52,52,151.7,75,40.8,47,15108,19
50,72.8,179.7,94,58.9,59,16407,120
37,94.5,159.3,121,50.7,46,13559,46
33,78.5,167.3,68,55.7,46,12534,90
51,91.6,167.4,121,34.3,52,6341,105
19,99.6,173.5,98,32.2,74,11831,64
52,58.2,166.7,110,30.3,49,2616,141
57,84.6,155.4,160,58.7,74,2239,137
45,83.7,157.3,174,39,54,8052,72
56,99,151.7,69,43.8,77,8454,21
23,99.3,173.5,111,41.8,68,12048,155
26,84.3,197.7,71,51.9,63,11114,17
37,62.2,155.8,131,39.3,74,19196,41
18,89.9,197.3,121,46.1,69,6999,58
25,55.4,186.7,62,59.9,55,3730,113
40,89,181.9,142,43.3,79,5424,96
20,95.5,182.3,70,46.5,45,8062,108
21,69.1,191.3,67,45.1,61,4207,176
42,81.5,155.3,149,54.1,75,15031,59
55,71.5,175.2,168,38,50,15867,163
32,71.9,184.9,82,35.1,57,5368,160
38,65.5,179.3,178,52.6,70,4227,105
52,88.1,191.6,69,42.5,80,17754,72
31,96.8,153.6,77,57.4,49,12452,176
53,97,184.5,135,49.3,58,14817,75
29,58.7,176.7,98,46.9,59,15706,112
34,93.7,169,85,32.1,56,16362,55
56,86.9,167,70,51.9,52,15226,152
26,62.6,181,69,50.6,75,13109,25
52,53.4,194.5,62,49.2,70,13712,129
30,63.4,174.8,121,38,73,2188,99
32,95.6,191.2,130,58.4,48,11414,81
35,81.7,170.1,120,39.6,72,7221,25
50,86.1,155.1,63,34.6,69,10670,94
23,62.9,153.1,120,59.6,84,8746,48
44,86,152.6,163,52.4,76,16331,148
40,51.4,169,67,42.4,80,13254,45
44,68.8,166.9,161,58.1,55,12217,27
51,81.3,185.9,72,32.7,81,17583,160
55,57.3,187.1,71,32.6,54,6612,86
31,91.2,152.5,94,50.5,82,3550,58
53,61.8,161.1,161,35.3,80,17800,179
25,82.6,163.7,113,57.5,71,16565,112
52,70.3,177.4,110,55.2,61,7233,53
36,79.8,157.2,102,39.2,51,13447,118
47,55.4,156.7,159,56.7,53,16036,138
31,50.8,197.2,170,31.3,79,12998,16
37,95.5,190.2,125,46.5,53,2033,57
42,63.5,159,74,58.1,80,13971,121
57,91,170.3,108,55.7,74,3429,153
41,100,167.8,93,40.7,75,12381,57
31,60.6,189.6,98,35.5,63,3987,60
43,63.3,175.5,85,36.3,67,17260,116
55,83.1,156.4,171,45.4,64,12969,75
40,98.3,186.9,128,47.9,50,13889,40
39,95.8,169.8,107,31,68,18246,48
36,75.1,163.1,148,42.4,66,17709,18
20,89.8,168.8,110,54.9,50,3547,50
59,56.8,174.9,157,43.3,68,18846,72
36,98.9,167.2,170,35.1,66,13507,23
26,98.2,162.1,63,58.6,62,2513,67
45,58.2,169.9,157,38,60,14288,97
37,65,151,86,54,80,15550,106
24,55,188.6,178,35.8,57,7174,107
31,63.6,158.5,101,42.7,81,5566,165
26,90.8,152.2,177,44.7,68,5938,141
36,68.9,182.7,115,45,63,3471,171
31,54.4,188.7,152,45.5,64,18721,141
55,67.1,190.7,128,36.7,71,9051,79
53,99.1,174.7,77,45.5,61,9444,95
57,81.5,160.3,120,44.5,60,5412,13
34,70.8,186.9,63,36.3,45,4392,59
47,58.3,185,60,59.6,65,17729,14
26,99.3,162.3,109,56,71,2976,84
50,91,195.2,143,56.6,45,12437,54
42,64.1,155.2,129,50.6,74,6068,172
31,53.5,199.1,79,34.8,64,11895,126
28,52.8,193,79,47,68,19255,36
52,56,184.4,105,54.6,46,5409,139
58,79,196.9,86,31.2,59,14744,127
31,96.4,186.1,85,44.9,73,3549,113
47,74.8,159.5,91,41.9,79,17085,58
58,92.1,172.1,69,36.4,57,13699,119
21,72.3,153.6,141,41.3,63,16736,87
21,85.4,169.5,164,59.5,45,4621,10
45,86.6,187.1,71,51.7,60,4529,129
25,58.7,169.3,133,39,47,12349,170
19,68.1,166.5,147,48.2,84,16741,44
58,81.9,179.8,83,37.4,50,10351,65
39,53.5,193.6,176,48.3,75,12294,152
58,68.1,152.4,110,56.9,49,13000,13
33,76.7,169.3,97,46.7,70,12191,119
46,99.8,157.9,105,52,72,8399,93
47,73.7,184.8,148,43.6,59,4581,31
29,90.8,155.3,67,45.7,53,15926,33
52,71.6,183.2,114,50.9,66,17168,84
28,89.8,164.3,137,54.4,81,6328,119
38,79.8,159.9,166,49.8,65,8823,143
38,94.3,196.8,90,59.3,73,5747,164
22,70.5,150.9,147,54.6,70,3459,147
37,80.2,171.9,75,53.3,50,6430,176
54,81.5,151.1,79,55.4,55,9331,119
20,70.9,174.2,97,38.4,80,13180,99
50,57.2,175.1,170,43,64,10963,46
26,54.7,166.1,74,46.9,64,19495,63
26,50.8,156.6,137,43.9,71,13503,60
21,93.7,168.8,176,55.4,50,14598,69
52,61.8,183.6,135,30.8,77,11786,81
34,60.6,189.1,93,36.3,74,12921,137
51,86.8,176.5,131,56.5,78,11473,60
41,66,179.5,78,31.8,49,16464,71
49,75.3,160,169,36.8,60,13020,58
18,58.1,164.4,128,40.5,56,4373,37
25,98,158.1,179,52.5,56,16352,173
40,92.6,162.5,150,46.8,55,17344,162
57,93.2,161.2,122,58.6,65,10533,173
29,70.3,176,164,36.8,51,15125,86
29,88.1,178.1,136,56.2,78,6723,16
32,57.2,197.2,91,38.5,73,11464,74
58,50.4,159.8,154,37.4,50,2709,132
36,51,182.1,164,45,80,8992,45
43,79.3,190.9,169,32.1,78,2738,82
46,72.8,178,96,41.5,52,15233,39
39,75.9,162.8,125,40.7,81,16692,56
57,50.4,163.1,66,34.8,54,6590,100
38,71.1,152,107,55.8,60,15718,38
55,85.9,165.3,70,41.6,46,5718,14
37,72.1,187.2,134,59.5,63,15105,74
46,86.6,152.4,146,57,51,10201,124
21,61.7,161,90,35.8,46,7081,72
24,90.7,185.3,103,45.2,67,18054,102
45,79.4,189.1,104,48.1,75,11929,26
45,60.5,172.8,131,54.6,48,19942,136
21,61.8,184.9,115,56.6,60,6545,60
39,81.4,169.4,91,48.7,54,7339,122
29,91.5,158,171,31.1,65,17353,46
20,70.8,169.9,80,44.4,72,6302,97
39,62.9,179,90,56.5,56,3809,125
19,93.4,197.4,60,51.4,57,7830,134
41,83.5,153.4,136,56.1,84,18156,146
51,72.4,175.4,70,50.2,61,17869,47
44,74.4,166.4,152,31.3,62,4130,62
58,60.2,175.4,127,59,54,6412,150
18,81.3,151.2,95,57.5,72,12884,99
25,67.9,165.7,138,33.8,57,4796,62
40,99.8,191,118,33.4,78,16007,128
55,74,177.7,126,46.2,50,16965,128
23,74.3,172.5,115,52.7,56,8745,58
39,78.3,164.3,110,41.5,73,14887,131
42,95.8,164.9,88,34.1,57,7202,79
35,90,169.2,144,45.3,70,3555,172
34,72.6,191.8,61,40.1,48,13882,25
29,85.9,198.4,65,40.6,59,13764,22
23,79.3,171.9,90,49.3,60,6443,130
43,74.6,169.7,113,56.6,63,15583,148
44,59.6,192.3,147,46.8,70,10522,96
25,73.2,171.3,99,50.6,76,12136,139
36,62.3,177.6,76,49.8,50,11876,103
59,95.7,161.5,64,46.5,50,2746,28
18,66.8,187.2,61,39.3,49,4184,113
46,97.6,176.6,117,41.3,46,16052,54
52,76.7,190.5,71,39.5,46,11576,56
57,81.6,189,64,57.5,81,11210,88
31,77.1,160.8,165,54.8,47,17079,51
52,56.5,185.8,119,47.4,50,9148,170
37,68.8,190,100,57.4,75,14855,117
30,55,167.3,79,56.6,49,17473,178
55,81.1,158.6,131,57.8,54,11734,128
25,72.3,150.1,60,36.7,71,16219,95
37,88.9,172.5,115,51.5,68,13238,120
50,61,167.6,129,48.3,66,16357,28
43,58.2,177.7,115,52,69,9197,48
56,70.3,159.4,113,37.9,47,3702,144
38,96.3,193,70,50.8,60,7529,48
59,85.5,162.9,62,42.3,74,9216,107
58,70.9,161.3,154,55,48,14612,43
26,75.9,174,87,53.9,84,9655,77
41,54.2,174.9,170,36.3,60,7417,57
54,99.2,160.8,166,35.5,84,18133,12
58,83.3,163.6,179,51.5,52,8324,171
34,64.3,158.5,64,46.5,68,10313,122
41,79.3,185.9,149,46.7,60,16459,146
38,55.5,188.5,75,52.6,71,18649,70
56,98.3,173.1,176,55.6,46,18815,157
58,58.7,185.7,90,37.2,64,6974,177
56,82.4,186.8,87,46.7,64,14723,134
30,62.3,156.9,66,54.9,64,17473,21
28,85.9,198.3,161,56.2,63,3085,112
36,88.8,191.1,68,38.6,62,17771,37
28,83.7,160.2,98,33.1,57,10292,84
30,80.7,159.3,158,37,61,12346,144
18,94.6,156.3,102,58.4,77,9202,91
57,53.9,156.9,86,43.9,72,15174,92
36,66.5,187.4,135,42.6,49,19183,151
29,62.4,173.5,176,30.4,72,7611,156
25,99.4,189.1,148,31.5,69,16191,63
25,69.5,187.3,166,50.1,64,7263,76
29,86.6,180.2,152,47.7,65,10626,171
50,84.2,184.3,154,47.3,57,13996,98
43,60.6,150.9,157,33.3,50,12805,178
56,61.9,165.6,92,40.6,73,11107,168
45,64.1,181.9,150,54.4,53,12467,176
22,70.6,150.5,115,35.2,73,10839,87
25,61.7,151.6,179,56.5,82,14270,29
42,51,192.6,61,33.6,45,19815,105
44,94,184.2,73,35.1,74,15887,104
40,98.3,163.3,72,44.3,76,4361,80
47,67.1,184.4,83,58.4,67,14324,142
40,66.9,189.6,128,39.9,83,2723,141
37,50.4,165.3,93,49.7,54,3547,148
35,84,151.8,178,47.7,65,10275,28
35,91.3,196.6,146,34.5,70,15405,111
19,57.3,167.3,78,37.4,59,3365,36
21,58,155.3,89,57.9,61,15659,38
47,89.5,174.6,108,35.5,79,5853,27
50,80.8,188.4,102,50.9,69,6682,174
53,52.2,161.1,75,58.9,59,13391,98
35,81.1,163.5,111,33.6,77,7960,29
54,65.4,162.1,173,42,55,17464,79
36,68.4,199.6,175,36.7,68,14286,109
45,88.5,159.9,163,36.6,50,3567,152
57,90.5,178.8,157,33.6,72,6191,27
37,70,196.3,108,49.5,73,11718,47
50,97.4,157.3,70,52.4,65,7135,129
29,70.3,198.5,137,50.3,56,8751,98
32,88.6,197.4,171,57.7,66,10209,93
58,74.2,194.2,106,34.4,71,13672,159
56,94.9,160.7,138,39.6,65,9174,113
19,95.4,181.7,94,40.3,59,10061,120
46,54.4,188,130,37,62,15265,35
58,96.8,199.3,88,34.3,54,2878,73
27,91.3,159,167,44.6,66,10785,67
19,89.6,188.3,113,55,64,14930,140
28,60,166.9,145,58.6,63,8272,39
30,90.3,158.8,82,33.9,72,14742,28
27,92.5,171.1,83,54.7,81,19993,19
31,64.5,189.7,158,54.7,45,8714,98
35,97.6,173.2,174,41.7,78,7109,156
26,52.5,176.9,69,33.3,79,14749,136
56,57.5,199.8,120,59.7,70,17888,133
45,76.9,170,67,49.7,74,4136,116
20,78.8,180.8,107,59.5,56,18020,94
37,82.3,168.3,171,44.5,58,8966,15
23,50.8,169.6,135,41.9,83,4053,60
44,98,184.8,152,37.4,48,9763,151
19,52.2,196.9,88,59.5,56,15232,67
46,57.2,177.1,146,37.6,68,2083,145
55,50.7,188.4,85,30.7,84,18025,11
20,78.3,154.5,96,45.4,75,17431,27
33,96.6,160.6,155,41.3,45,7231,101
47,83.3,175.1,111,37.8,81,12411,172
57,91.1,151,97,49,45,10890,65
19,50.7,162.6,65,40.9,59,14817,52
34,77.1,175.9,67,42.1,57,11290,82
58,73,150.7,76,30.7,73,8572,81
29,74.9,163.2,135,47.7,48,4894,126
52,53.6,175.7,121,33.7,59,5417,17
18,84.2,178.7,145,36.4,84,18632,14
32,75.2,196.3,137,51.5,56,9810,22
43,88.3,182.3,93,39.4,69,14674,16
54,74.3,170.7,78,34.9,71,12149,30
38,57.5,196.5,129,47.3,50,9880,46
48,82.4,189.2,141,36.4,67,14650,71
42,58.6,160,159,38.1,59,4115,110
40,93.6,156.5,177,48.6,83,8581,128
41,80.7,183.8,96,52.2,49,7651,141
55,57.9,178,97,52.2,67,3806,129
45,98.1,189.5,74,44.5,59,9300,95
38,75.9,186.9,161,43.6,69,12183,84
35,53.6,181.3,99,53.6,74,18223,43
53,81.3,199.3,68,35.8,48,16368,54
52,62.7,176.7,112,34.6,57,7493,153
26,90.2,155.7,177,49.9,84,6650,146
55,90.9,191.4,129,42.3,83,14067,25
47,98.9,162.6,177,51.3,67,18225,104
