age,height,weight,heart_rate,vo2_max,resting_heart_rate
53,59.8,158.4,166,45.1,49
34,97.2,151.5,154,44.3,77
52,98.8,166.4,76,43.8,69
35,68.8,195.4,84,33.3,51
57,96.2,154.8,123,35.5,51
39,77.2,180.3,132,32.9,77
41,63.5,172.6,145,37.3,77
36,85.1,196.9,178,37.9,73
54,82.9,156.1,168,37.4,83
56,99.5,160.6,107,36.3,76
38,63.3,151.5,94,52.1,81
25,83.6,171.7,96,54.6,73
45,52.6,163.9,114,39.8,66
22,55.7,193.5,76,39.2,46
34,50.2,180.2,87,55.3,53
54,100,180.7,60,48.7,73
53,90.1,176.6,112,38.8,77
36,89.3,154.6,132,51.4,54
44,75.5,172.3,114,40.3,72
51,65,200,172,47.6,83
28,57.6,191.8,120,59.8,56
29,64.2,194.7,72,39,66
38,68.8,191.2,106,57.9,50
28,87.8,155.2,123,39.6,84
56,77,161.4,91,46.2,67
45,53.9,150.2,87,43.8,78
22,50.9,165.2,112,53.5,82
34,55.1,155.4,90,31.8,60
37,70.5,173.6,67,48.8,54
58,96.7,183.9,131,52.8,65
29,81.9,193.7,157,44.2,54
23,90.1,187.5,146,33.2,55
34,73.3,196.9,133,37.3,65
36,68.1,152.7,160,50.4,69
43,55.4,150.6,171,56.9,78
49,93.8,183.1,84,42.6,75
23,89.2,164.5,174,46.8,71
53,58.4,162.7,92,36.9,69
55,75.6,166.5,168,42.4,76
28,74.4,163.5,127,40.1,55
50,81.3,175.6,66,49.7,70
41,97.3,172,156,59.5,80
40,79,175.6,125,54.4,81
32,77,183.6,171,35.8,77
44,52.5,169.4,105,47.3,77
28,53.1,162.6,155,32,80
34,59.4,158.3,64,37.4,57
31,51.6,167.5,169,35.2,58
44,87.2,187.1,76,40.1,81
35,86.2,187.8,135,50.4,84
45,56.8,183.3,111,45,45
21,91.8,161.7,71,58,49
24,57.7,179.4,121,36.4,74
52,65.1,178.5,94,40.9,62
26,62.4,174.2,121,39.9,81
25,68.6,177.5,80,37.1,83
34,62.7,174.6,144,59.8,56
34,74.4,178.3,125,41.6,78
50,70.4,185.8,112,58.2,58
49,99.3,155.5,80,41.7,82
25,52.8,187.5,74,36.1,60
36,57.1,156.8,134,33.6,55
55,52.6,153.3,133,55.7,77
20,81.3,198.8,141,31,59
22,52.7,197.8,82,58.9,54
30,91.8,153,90,42.5,47
48,75.6,172.2,113,37.4,55
33,76.4,159.3,114,48.5,55
49,78.1,174.3,179,34,60
39,58.5,191.5,85,32.2,82
46,59.9,197.5,112,54.8,74
39,65.9,181.7,125,42.7,45
20,79.7,167.7,98,45.5,82
27,60.5,180.2,66,35.3,78
59,55.8,165.6,147,31.8,63
38,98.5,195.5,98,41,78
33,51.1,193.5,91,45.2,80
29,90.1,177.9,85,53,48
19,89.4,166.2,146,45,54
58,64.9,164.7,137,53.5,61
41,56.8,151.7,88,33.5,60
52,57.3,190.8,84,31.9,65
47,84.9,172.5,115,34.8,72
47,82.1,166.3,90,53.2,52
52,89.1,173.6,125,52.8,73
36,96.9,190.9,61,34.2,50
25,84.6,156.2,146,30.9,74
43,57.8,192.9,106,50.6,46
57,62.2,194.9,134,55.7,75
24,92.1,197.3,88,52.6,69
47,60.5,169.9,165,36.1,67
24,53.6,160.9,158,47.5,65
20,85.2,168.7,108,52.7,60
18,70.1,166.6,132,37.7,48
53,96,158.8,91,45.8,52
42,82.5,180.4,89,39.4,50
54,54.5,173.8,74,36.8,71
18,97.4,193.3,121,59.1,80
32,62.9,151.6,137,57.4,80
54,66.9,182.2,174,43.4,68
30,70.1,188.1,76,34.1,50
57,52.6,188,81,51.8,77
25,74.8,194.3,175,37.7,46
22,56.2,186.5,89,35.1,60
26,70,196.4,140,41.4,82
18,67.5,166.6,75,45.9,53
53,88.6,175.2,111,32.9,49
52,90.2,150.7,67,47.2,54
19,57.7,150.3,123,30.5,74
57,68.3,162,98,56.8,51
40,68.7,155,90,57.6,73
26,57.6,163,71,52,46
51,89.9,158.9,92,44,64
31,85.4,151.4,117,37.6,48
21,59.5,195.5,71,52.3,72
47,68.3,150.4,84,58,52
48,55.3,186.8,97,34.8,79
55,81.4,157.6,107,44,46
28,56.1,195.6,141,39.5,72
52,99.3,194.6,142,40.7,55
25,89,182.7,114,42.2,80
20,69.5,183.6,62,58.6,53
31,78.9,150.3,158,37.8,82
30,95.6,199.2,128,44.8,45
49,77.7,193.9,94,58.5,71
51,58.7,194.8,110,44.3,47
36,68.9,183,86,55.9,83
55,92.2,167.2,96,31.8,53
33,82.2,194.7,169,58.6,84
19,82.5,164.6,144,35.6,72
57,93.3,178.1,75,59.4,65
34,94.7,155,151,35.3,72
51,96,196.1,84,43.3,68
59,54.7,157,92,39.3,62
33,77.2,161.2,121,43,53
55,87,177.9,76,37.5,70
19,87.8,188.2,102,59,68
19,80.3,181,89,39.2,50
43,58.3,161.6,100,49.6,56
30,89.9,150,176,34.1,80
48,86,187.9,63,54.7,53
51,54.3,199.3,125,46.3,54
56,73.2,190.5,119,59.4,47
20,58.7,173,68,42.7,73
25,66.9,195.2,177,35.9,51
40,50.9,170.5,90,40.4,70
31,70,176.2,148,52.1,52
44,77.5,173.9,160,49.8,57
46,81,172.4,159,53.4,79
56,83.2,188.8,178,32.2,63
56,91.8,176.3,128,47.4,66
18,60.8,165.8,83,58,60
34,56,162.9,83,33.2,59
58,92.6,151.9,152,32.8,46
47,57.8,179.2,173,51.5,82
30,98.7,161.5,104,39.5,65
38,92.1,157.4,154,49.8,74
36,75,182.7,96,46.4,51
36,99.1,184.1,117,59.6,75
42,54.9,187.6,179,56.7,79
39,65.2,175.2,142,50.3,48
48,81.9,194.7,82,37.9,78
34,67.5,196.8,94,37.9,45
40,96.4,190.4,122,56.5,54
49,53.3,181.8,177,47.6,74
27,77.5,165.2,173,53.7,76
27,79.5,199.1,65,43.5,47
53,82.6,163.7,65,33.1,54
25,62.8,160.1,179,40,53
37,68.2,172.1,160,34.8,61
49,92.2,152.8,89,53.5,47
31,59.7,198.9,60,51,71
45,91.3,179.4,122,32.7,79
41,78.1,177.8,67,48.6,48
32,88.1,182.8,87,56.2,48
39,85.7,174.9,148,50.9,76
47,60.4,151.6,92,45.3,82
21,78.4,180.6,112,39.4,55
30,93.4,185.8,97,56.6,83
40,71.6,170.8,111,42.7,50
25,98.3,187.9,137,55.7,79
35,72.6,161.4,70,53.5,76
29,57.1,161.1,61,54.5,67
48,69.5,158.1,112,59.7,81
31,97.6,168.6,153,52.5,70
51,66,192.4,153,31,78
35,93.4,191.4,127,36.2,82
51,94.1,169.1,136,31.1,55
28,67.5,179.5,66,35.7,65
58,54.2,186,161,31.8,68
29,86.2,162.1,126,45,59
32,65.6,158.4,68,30.8,47
48,89.1,198.6,137,44.2,46
46,72.1,180.9,175,57,51
43,74.3,199.1,122,52.5,49
35,88.9,166.9,70,58.3,84
49,69.1,185.2,96,36.8,73
39,72.2,161.1,73,45.9,76
55,68.8,163.1,78,39.6,74
34,68.4,175.6,67,44.8,52
40,76.3,166,66,46.7,76
41,90.4,158.4,118,31.1,46
25,68.1,163.1,122,37,54
58,76.2,151.8,66,51.1,81
23,83.5,185.2,179,53.2,47
22,63.5,174.6,114,47.1,67
46,63.9,154.7,62,38.1,78
45,96.7,158.6,126,42.2,62
28,86.2,155.1,77,32.9,77
18,78.9,180.6,104,58.6,77
36,82.4,154.7,156,56.1,61
26,51.5,187.7,160,32,50
44,80.9,151,151,35,57
51,75.5,162.5,95,47.4,65
21,77.3,194.5,75,37,75
53,68,185.9,138,58,65
35,54.1,153.6,88,52.7,77
32,59.7,191.1,118,38.2,72
30,97.5,174.7,77,30.2,50
36,70.4,192.3,108,54,52
23,73.3,180,169,42.7,57
29,52.6,184.1,105,49.3,78
54,51.9,199.7,142,38.6,84
34,85.9,161.6,88,34.3,66
40,76.9,181.2,129,50.3,45
43,75.4,173,168,43.5,57
46,62.2,152,109,37.1,45
50,87.2,150.7,170,34.1,54
44,58.4,156,114,47.4,49
42,59.5,182.5,86,51.8,64
27,73,178.4,66,38.5,57
40,64.3,177.7,150,52.1,81
38,62.4,151.6,142,35.5,54
38,82.3,173.5,140,40.2,47
30,82.5,196.2,100,52.3,78
54,91.2,169.9,70,49.8,78
50,70.9,181.2,64,38.1,74
41,53.7,189,125,33.7,81
28,63.7,189.2,170,31.3,48
34,99,176,115,55.1,78
21,79.8,192.9,71,32.3,76
42,85.5,169.6,101,33.4,65
47,50.4,194.4,165,37.1,68
26,75.9,162,175,43.4,53
38,51.9,164,134,53.7,68
37,78.5,152.7,69,37.4,69
36,96,189.8,87,46.3,80
36,98.4,170.9,66,32.7,52
29,77,161.5,73,43.9,73
54,72.9,161.6,136,35.3,69
59,97.3,195.1,128,36.3,79
34,83.7,191.7,120,41,82
54,53.2,177.7,110,52.8,72
56,73.3,180.8,101,52.3,63
45,62,173.7,67,42.4,76
58,73.5,169.6,109,33.6,81
52,72.8,195.8,60,38.4,72
35,79.1,156.3,128,45.2,79
31,67.8,170.9,70,56.1,52
52,58.2,167.2,175,59,67
58,75.2,174.9,166,49.1,84
24,91.5,172.9,107,40.5,67
58,83.2,175.9,69,50.8,76
30,66.9,157,74,40.1,54
35,96.8,175.7,162,48.8,61
54,95.6,162.1,106,37.3,79
30,60.5,159.2,152,38,79
53,52,153.2,84,32.3,47
48,87.1,188.1,171,42.6,80
19,91.4,171.4,65,48.5,73
33,98.4,181.3,70,53.7,71
26,94.5,186.4,76,54.3,75
26,80,184,74,59.8,78
55,76.5,173.5,75,32.6,56
28,51.4,169.4,115,44.8,81
39,62.3,168.8,125,45.6,69
50,73,182,95,54.1,46
53,81.4,174.7,142,38,74
40,77.9,192.5,97,32.1,53
51,87.1,193.7,173,39.4,67
26,64,158.5,144,59.5,53
41,78.2,156.8,134,57,64
25,54.4,181.5,164,41.9,45
24,70.7,165.1,62,56.3,83
53,87.5,150.9,157,31,67
35,84.7,194.4,77,39.4,62
20,99.5,161.3,138,51.8,76
45,63.9,196.5,148,36.6,53
23,74.9,185.9,113,36,55
38,66.5,188.1,173,55.9,45
45,72,160.1,174,48.5,55
57,92.8,161.7,138,59.7,77
18,84.2,176.1,153,34,74
53,94.1,158.6,76,40.7,49
38,60.2,165.3,141,39.3,45
52,93.7,166.1,154,56.4,54
30,53,158,173,37.7,57
27,94.4,160.3,166,40.6,71
27,66.5,189.4,141,34.3,52
30,65.7,158.4,178,53.3,72
54,75.6,151.4,158,37.1,46
55,97,181.5,72,32,56
41,52.4,198.8,122,43.1,71
19,67.6,166.6,73,41.7,57
39,92.8,155.9,118,35.3,66
34,69.8,178.5,95,34,84
53,60,195.3,77,56.9,59
31,71.2,189.2,64,32,75
27,69.3,181.1,73,33,51
52,95.8,165.8,84,37.4,83
42,88.1,177.1,103,58.6,79
20,75.3,154.6,98,32.6,51
55,99.4,183.9,71,54.5,56
34,73.3,186.3,163,56.8,58
29,52.9,198.3,120,41.3,78
41,63.1,163,121,38.8,83
46,71.8,150.9,112,50.3,53
42,57.8,177.3,112,51.1,77
53,97.4,185.3,87,53.4,56
43,88.3,189.5,94,54.9,78
55,63.4,159.7,177,38.1,71
18,79.5,163.1,124,50.6,66
37,86.1,175.6,62,34,62
45,97.1,166.5,102,45.3,62
33,94.1,193,109,48.4,81
34,75.8,173.7,130,34.9,51
57,88.7,190,68,32.3,48
45,78.1,179,95,35.8,60
29,77.6,188.7,82,42.6,66
44,55.7,166.6,147,56.6,80
59,56.3,191.6,133,46,64
47,76.5,163.7,109,52.5,75
58,63.4,177.3,114,35.2,77
51,51.1,160.7,171,33.2,57
54,86.1,173.8,71,37.2,64
23,51.6,165.9,142,39.4,82
24,79.8,163.3,91,46.4,66
49,77,198.3,83,56.4,83
49,98.4,158,145,42.8,67
42,74.2,189.4,126,45.6,77
50,53.2,199.2,163,30.1,74
24,77.6,151,86,31,58
29,92.1,185,120,32.5,80
33,99.8,162.6,78,51,52
33,71.5,152,132,44.6,66
53,66,170.1,110,35.8,48
30,95.3,196.8,123,47.8,79
24,59.6,150.6,172,46.3,52
53,80.8,179.4,136,32.7,78
26,70.3,175.1,61,49.2,66
49,52.1,193.7,95,53,69
28,67.4,154.2,152,38.6,69
25,63.3,184.1,70,50.6,84
50,84.3,184,157,36,84
40,97.4,183.5,127,52.7,61
42,63.4,197.1,127,57.4,60
25,90.6,191.2,175,43.3,83
39,52.8,152.1,123,37.3,59
21,76.9,173.6,60,42,61
57,53.5,169.9,148,37.5,79
20,96.7,165.5,85,30,77
46,88.3,172.6,70,49.5,84
58,82.9,169.2,146,31.3,83
46,91.2,171.6,61,36.3,62
51,82.4,199,142,51.7,74
51,98.4,154.4,152,50,67
45,85.7,196.1,99,32.2,81
30,96.2,174,178,49.8,51
32,75.9,181.2,175,57.9,54
40,55.9,191.5,63,32.2,60
43,76.4,168,139,42.5,72
21,56.3,171.5,170,51.9,67
43,79.6,170.5,96,50,78
57,74.1,168.7,120,36.8,62
26,81.1,196.3,150,34.9,67
22,50.5,191.4,64,53.5,64
49,59.7,155.4,74,58.7,75
37,74.6,155.4,146,53,58
28,97.5,171.4,172,58.9,67
32,69.2,154.9,126,48.1,46
49,71.2,181,141,57.9,73
45,85.7,157.2,166,50.7,53
39,80.2,176.1,85,57.3,77
58,64.9,150.4,65,34.8,56
34,70.5,165.8,103,54.5,63
43,60.9,183.9,177,35.9,64
24,98.3,174.2,117,30.8,81
59,56.5,198.9,140,45.5,75
43,68.6,193.7,105,39.5,79
42,51.3,168,161,31.3,65
27,61.1,152.3,101,59.4,57
36,89,192.3,107,50,83
28,60.1,195.6,173,57.1,71
30,54,191,86,60,69
25,73.7,156.4,79,41.8,46
57,50.5,199.9,129,37.6,79
21,54.2,162.9,174,35.5,52
48,90.4,186.2,94,45.5,77
45,88.6,195.4,135,48.2,69
28,95.8,161.8,107,44.2,65
18,92.7,195.4,126,41.6,80
55,84.2,165.5,171,35,57
41,52.6,198.8,127,43.3,53
48,89.1,164.1,111,32.6,79
58,92.3,197.7,168,56,80
43,90,152.7,127,31.4,54
22,75.4,185.5,63,41.4,49
37,61.6,176.6,98,33,75
58,92.3,173.9,80,53.2,68
28,86.4,161.2,167,39.4,76
50,99,185.3,125,33.4,47
55,57.8,159.5,75,45.9,60
44,61.3,177.6,66,57.5,64
51,60.6,162.7,142,57.3,68
32,89.6,197.8,166,37.5,78
49,59.3,151.4,156,51.6,67
38,53.3,160,68,30.9,82
22,99.9,162.1,160,34,46
23,51.2,170.7,76,45,49
55,91.8,161.6,150,36.9,62
39,68.3,174.6,156,53.9,73
35,92.1,193.6,172,57.9,54
31,77.7,185.6,71,30.1,60
27,95.1,179,116,37,67
30,96.3,154.5,104,43.2,74
48,50.5,184.7,179,46.9,50
47,53.8,158.3,70,57.5,80
20,62.5,189.3,72,56.8,64
47,83.5,162.5,90,49.1,60
23,94.4,170.9,136,37.7,72
46,73,167.5,161,53.5,70
25,80.3,192.9,85,36.1,66
50,59.4,156.3,122,59,55
34,90.2,178.3,90,30.2,45
28,98.4,157.1,81,47.1,49
30,63.4,185.2,65,32.7,80
28,74.7,195.3,79,42.2,46
48,54.3,171.7,144,49,50
45,78,174.4,69,50.7,71
23,75.1,196.4,142,53.6,70
58,57.2,176,94,47.8,79
33,72.1,174.4,85,37.5,57
21,66.7,178.9,130,56.7,56
52,76.1,184.5,96,54.3,62
43,79.3,155.3,67,34.8,82
29,50.4,191.1,64,54.8,50
28,88.1,171.8,103,59.2,72
54,85.7,153.6,159,49.1,72
42,68.3,189.3,174,38.5,69
35,52.6,168.8,151,48.2,49
36,87.7,155,173,40.3,59
40,97.8,181.7,126,50.3,53
55,62,194,162,46.3,46
35,66.2,194.4,131,57.9,53
43,59.2,197.9,138,48.5,70
23,78.8,193.4,176,36.4,67
21,57.7,150.1,150,51.8,72
46,67.8,169,108,39,50
51,84.9,190.9,174,38.2,48
34,78,168.3,95,41.8,74
33,69.3,180.1,139,30.4,62
19,71,180.3,85,59.1,74
51,78.1,168.3,104,46,71
25,50.3,195.2,120,53.2,75
30,53.9,175.2,103,37.7,83
59,94.1,173.2,63,52.4,74
25,53.9,199.9,135,47,81
47,85.3,174.7,140,42.7,56
49,96,158.9,117,59.1,61
53,63.5,175.7,164,44.8,78
47,68.5,190.7,167,49.7,72
18,78.4,188.8,85,30.5,48
56,94.1,189.4,154,39,78
34,97.1,185.4,138,56.7,58
37,87,162.7,175,52.8,57
41,54.3,193.1,157,46.1,47
39,83.5,194.7,88,57,65
46,70.5,159.7,68,44.6,60
39,73.5,156.5,137,47,82
26,52.5,198.8,95,41.5,70
54,59.6,193.4,63,48.6,50
27,89.5,194.7,118,39.6,62
53,72.7,194.3,161,41.6,50
54,65.1,177.1,179,59,69
45,69.2,182.3,96,33.3,68
45,92.7,177.3,147,33.2,74
59,87.4,152.6,140,31.3,67
38,63.6,187.3,72,39.6,52
41,55.9,175.3,79,41.9,53
59,62.6,182.4,76,32.8,50
57,96,175.1,110,46.5,77
19,79.1,174.6,150,47.5,77
25,76.7,158.6,114,52.5,51
44,79.8,163.9,92,59.3,62
39,68.3,157.9,80,48.6,50
54,90.4,159.8,140,33.3,81
44,76.2,198.6,81,32.7,65
46,55.8,157.7,84,53.3,70
20,56.5,163.5,126,49.5,59
30,76.8,179.5,150,34.9,74
27,96.8,180.5,150,37.6,55
53,65.4,157.7,169,52.5,52
26,93.5,189.7,71,47,49
44,88.2,189.3,74,47.6,52
51,62.4,161.9,161,36.3,49
18,51.8,164.4,143,48.9,54
49,55.1,196.9,145,53.1,59
42,86.4,191.3,61,56.6,82
46,60,184.9,63,52.1,47
24,68.6,154.1,104,47.3,54
20,75.1,170.9,72,50.2,51
37,86.3,178,114,44.6,68
37,55.7,159.4,91,36.8,70
47,70.3,172.4,81,56.5,78
52,74.3,180.1,148,46,52
52,77,166.4,150,47.8,83
56,90.9,189,114,59.7,49
44,58.6,192,76,59.6,80
43,90.4,166.2,129,47.6,70
31,84.6,191.9,166,31,54
34,77.8,155.2,110,41.9,77
35,85,191.9,139,58.1,80
46,70.6,157.6,67,38.6,75
37,56.9,154.1,120,60,82
44,83.3,182.1,156,32.5,69
35,76.2,173.6,69,47,57
21,82,195.4,157,45.5,45
18,66.9,168.2,78,37.7,80
18,95.3,164.4,73,58.5,80
43,79.4,175,126,48.6,68
37,54.3,172.8,114,36.9,71
40,72.5,167.2,120,41.5,62
27,87.8,184.7,115,51.6,59
28,89.7,188,122,38.9,61
58,74.7,192.6,164,56.4,73
58,94.7,198.6,146,35,49
22,63.4,163.3,163,37.9,55
18,70.5,185.8,70,34.3,60
34,94.9,169.7,106,33.1,78
39,94.8,183.9,65,39,61
51,84.3,173.8,93,60,77
58,92.9,199.7,124,32.8,75
46,54.4,186.4,158,36.4,62
21,93.2,197.6,148,38.1,69
22,66,191.7,123,48.6,49
28,58.9,195.1,152,52.4,74
38,62,190.7,146,52.6,67
52,70.9,173,141,30.3,82
29,62.6,162.6,137,49.6,62
43,66,168.5,140,48.9,76
36,56.7,151,125,45.5,74
24,64.8,176.2,90,41.4,73
24,78.6,175.3,142,53.9,80
43,72.1,176.3,155,40.3,53
57,67.3,198.7,121,36.9,67
22,87.3,195.6,113,39.3,47
38,94.7,158.1,151,43.2,66
31,87.8,168.4,164,36.4,84
21,66.6,171.2,67,48.2,75
40,87.2,168,101,56.5,66
59,57.6,189.9,100,47.9,55
37,56.5,176.2,118,43.4,47
32,67.3,178.6,99,53.9,58
46,90.4,192.7,162,52.4,63
25,62.3,190.3,81,41,75
58,53.2,156.6,83,48.1,80
36,56.6,185.7,97,51.9,76
56,92.9,171.8,61,37.4,70
45,81.7,164.7,100,41,45
44,62.7,152.5,164,33.2,46
21,77.8,174.4,78,59.6,50
32,76.4,167.8,164,32.6,58
52,82.8,162.6,61,35.1,72
54,61.7,184.7,151,44.4,77
18,93.2,188.5,155,56,69
20,65.5,162.2,121,40.7,84
41,84.7,152.5,142,53.1,62
44,50.8,192.4,75,50.3,78
57,68.6,150.5,153,49.2,56
53,67.6,196.9,81,55.4,71
51,77.2,181.4,73,30.4,68
46,53.6,166.1,175,57.9,77
41,89.5,162.3,115,54.9,59
41,60.9,150.5,124,58.1,76
59,83.9,161.8,104,53.8,61
21,90.2,156.9,113,56.4,79
20,78.1,180.6,125,36.1,79
51,87,158.3,145,39.6,57
40,83.1,176.4,105,39.5,53
40,67.8,179.5,92,33.3,54
22,90.4,164.9,138,51.9,45
48,64.7,151.8,109,34.1,78
