age,height,weight,heart_rate,workout_type,workout_duration
45,158,64,114,Strength,83
50,188,85,117,Running,44
56,151,109,166,Strength,87
48,152,57,82,Cycling,25
57,158,96,169,Cardio,103
19,196,86,104,Strength,42
53,154,109,100,Strength,40
21,166,76,156,Yoga,34
25,187,102,150,Cardio,14
39,174,99,169,HIIT,32
21,165,101,101,HIIT,86
47,183,119,176,Cardio,16
19,168,84,82,Strength,37
45,163,75,108,Cycling,110
34,175,53,135,Running,44
43,169,93,93,Yoga,80
24,176,83,132,Cycling,19
54,159,85,167,Strength,76
43,159,95,120,Cycling,85
59,168,57,123,Strength,50
30,188,114,147,Running,67
24,161,102,142,HIIT,36
32,157,69,88,HIIT,17
33,193,84,143,HIIT,114
48,151,94,114,Yoga,71
47,161,66,86,Running,106
21,188,59,117,Running,79
19,195,57,132,Cardio,33
18,181,94,106,Yoga,72
43,166,116,118,Yoga,49
30,158,97,157,Yoga,51
46,182,112,89,Cardio,22
43,162,92,90,Cycling,55
46,187,58,130,Yoga,47
55,181,91,152,HIIT,110
32,189,84,137,HIIT,99
22,181,117,172,Yoga,24
26,181,113,100,Yoga,41
27,154,98,146,Yoga,44
20,199,99,170,Yoga,79
53,192,77,86,HIIT,51
19,171,115,106,Cardio,88
46,188,99,103,Running,77
39,161,61,92,Yoga,28
26,185,119,162,Cycling,104
45,199,70,176,Cycling,40
51,190,99,164,Cycling,17
59,175,66,140,Cardio,73
33,197,93,83,HIIT,113
57,159,81,109,Cycling,23
28,189,51,150,Cardio,28
19,169,107,168,Cycling,46
20,151,93,139,Cycling,79
55,152,66,128,Cycling,88
34,172,88,103,Cycling,28
44,157,114,154,Strength,45
30,166,55,151,Strength,94
19,199,78,165,Yoga,59
18,157,95,150,Cardio,11
58,155,81,123,HIIT,51
56,172,105,166,Cycling,60
51,191,52,150,Yoga,28
33,181,114,174,Yoga,101
18,152,62,152,Strength,75
47,168,60,172,Cycling,116
52,156,106,112,Running,49
27,154,87,96,Cardio,70
36,164,75,150,Yoga,81
49,165,107,113,Running,51
28,185,103,111,HIIT,23
28,181,53,178,Cardio,16
58,190,79,80,HIIT,62
50,180,55,144,Cycling,99
38,163,107,90,Yoga,60
41,156,107,84,Cycling,40
32,187,119,137,HIIT,112
39,185,85,159,Cardio,28
23,160,77,123,Cardio,23
23,152,104,147,Yoga,48
24,180,61,86,Cycling,48
22,154,89,148,Strength,22
50,173,90,89,HIIT,113
18,150,111,127,Strength,78
22,179,86,100,Cardio,12
50,184,113,90,HIIT,78
29,181,75,120,HIIT,27
36,164,112,175,Cardio,24
55,188,94,110,HIIT,11
39,181,119,157,Cycling,57
30,159,57,130,Strength,16
34,193,117,151,Cardio,25
22,194,57,177,Strength,16
48,187,69,81,Cycling,50
33,174,109,152,Cardio,72
30,191,94,172,HIIT,73
25,176,68,164,HIIT,17
28,182,67,125,Yoga,61
42,160,91,99,Cycling,82
33,185,57,92,HIIT,102
44,151,108,102,Cycling,78
20,179,104,138,Yoga,63
51,189,95,93,Cardio,99
41,161,66,141,Cardio,14
21,187,88,131,Yoga,79
42,192,91,172,Running,106
38,171,68,126,Strength,47
44,163,52,153,Cycling,97
39,157,104,127,Running,115
34,177,70,145,Strength,43
24,191,72,157,Yoga,47
23,185,112,121,Strength,66
43,152,64,159,Yoga,78
56,185,81,110,Cycling,21
58,190,113,82,Cardio,82
58,169,71,123,Running,28
44,152,118,172,Strength,107
33,161,53,106,Cardio,56
55,167,61,113,Yoga,39
59,173,84,99,Strength,79
53,195,82,130,Strength,41
39,168,61,107,HIIT,96
24,153,92,169,Strength,110
22,172,85,156,Running,106
58,183,117,116,HIIT,108
38,173,114,95,Yoga,81
42,199,53,165,Cycling,39
52,187,96,129,Cardio,99
20,151,105,122,Strength,67
46,199,119,147,HIIT,84
24,183,61,130,Cardio,109
25,173,94,149,HIIT,89
49,170,63,87,HIIT,116
37,178,72,102,Cardio,91
50,169,107,170,Running,56
40,164,50,164,Running,81
26,171,57,158,Strength,109
35,157,76,172,Cycling,14
55,175,57,80,Running,50
59,178,101,162,Cardio,38
25,168,78,113,HIIT,95
18,190,81,116,Running,74
48,182,68,119,Yoga,112
26,195,81,158,Running,115
54,172,74,116,HIIT,45
56,172,92,103,Cardio,81
40,195,58,119,Cycling,98
29,191,95,94,Running,55
55,151,92,119,Strength,100
24,161,116,129,Cardio,52
43,165,57,113,HIIT,75
37,156,90,90,Yoga,117
38,177,87,164,Cardio,22
37,184,57,93,Yoga,71
24,187,103,109,Cycling,71
43,154,103,153,Running,92
22,159,80,157,Cycling,97
23,163,101,151,Running,49
23,188,71,150,Strength,116
52,164,110,83,Running,27
29,193,105,151,HIIT,98
50,183,102,140,Cardio,61
40,172,85,142,Strength,77
24,177,101,86,Cardio,105
56,153,90,144,HIIT,49
32,187,105,160,Running,32
58,199,94,145,Running,45
50,181,111,140,Yoga,33
43,153,119,146,Cardio,93
41,151,87,158,Cycling,70
43,177,61,140,Cycling,110
28,150,54,173,Strength,65
32,152,116,157,Cycling,70
48,164,78,173,Cardio,71
30,160,73,159,Cardio,78
47,155,112,119,Yoga,69
35,153,99,103,Cycling,65
50,168,80,110,HIIT,64
48,178,113,85,Cardio,111
31,188,85,174,Cycling,21
23,186,60,165,HIIT,98
49,178,91,157,Yoga,47
48,150,55,138,HIIT,13
21,188,63,87,Running,15
56,182,58,135,HIIT,94
41,164,86,176,HIIT,78
36,160,57,113,Cycling,65
53,158,116,84,Cardio,118
49,187,75,157,Running,119
52,196,92,119,Cycling,13
57,172,102,160,Cardio,29
46,193,55,106,Strength,15
38,155,105,110,Strength,39
43,162,98,163,Cardio,70
35,190,86,155,Cardio,112
50,194,77,106,Strength,60
55,161,52,126,Cardio,81
49,164,84,117,Strength,31
34,189,84,108,Cycling,51
22,183,73,142,Running,103
28,160,69,116,Strength,36
36,176,58,169,Yoga,11
47,152,62,117,Cardio,33
54,180,101,107,HIIT,78
52,159,85,115,Strength,79
47,168,66,103,Cycling,23
18,153,62,108,Cycling,16
38,178,68,173,Yoga,52
21,189,76,139,Cycling,75
57,198,117,121,Cardio,70
37,161,92,131,HIIT,101
54,170,59,177,Strength,80
55,175,99,175,Strength,90
27,173,95,110,HIIT,35
42,166,53,160,Yoga,113
22,172,108,120,HIIT,84
50,159,106,129,Strength,46
46,185,100,123,Strength,46
55,161,78,102,Cycling,57
21,164,68,115,Running,48
48,184,100,161,HIIT,43
34,169,116,98,Yoga,106
59,161,101,164,HIIT,56
47,152,98,121,Strength,34
29,190,82,161,Yoga,38
27,193,60,113,Cardio,19
30,195,86,89,Strength,85
33,175,77,140,Cardio,79
56,180,51,152,Cycling,116
37,183,95,128,Yoga,61
44,170,85,82,Cardio,62
28,194,72,156,Strength,100
57,185,112,136,Running,86
25,195,93,100,Cardio,73
32,170,114,133,HIIT,82
55,165,63,165,Running,103
25,172,88,130,Running,83
27,190,61,163,Strength,83
21,162,106,108,Cycling,87
40,165,68,156,HIIT,48
30,199,108,88,Yoga,111
26,162,56,106,Strength,105
52,164,90,138,Running,17
57,164,58,93,Cardio,56
21,156,71,171,HIIT,12
39,190,104,98,Cardio,102
59,157,71,170,HIIT,81
31,151,107,133,HIIT,12
26,156,106,118,Cardio,97
35,163,85,159,Running,23
19,157,107,86,Yoga,48
56,191,67,122,HIIT,48
19,199,73,81,Strength,87
30,184,68,100,HIIT,23
57,186,60,104,Running,17
21,182,55,159,Cycling,70
39,180,108,105,Cardio,58
25,150,50,81,Yoga,86
46,175,66,116,Cardio,26
43,168,117,93,Running,108
27,153,53,91,Cycling,11
59,198,106,140,Cycling,39
26,154,75,167,Cycling,56
47,187,102,95,HIIT,83
23,198,53,165,Cycling,114
43,189,54,160,Cardio,58
19,151,52,116,Cycling,16
26,190,69,112,Strength,115
20,177,67,93,Cardio,57
42,197,96,139,Cycling,30
58,160,67,136,Cycling,39
35,155,71,93,Cycling,34
40,196,106,158,Yoga,83
48,151,106,96,Running,106
24,151,59,154,Yoga,89
47,178,50,177,Strength,46
38,180,61,125,HIIT,79
29,168,108,149,Cardio,43
25,184,101,130,HIIT,101
42,172,58,136,Running,19
22,150,108,85,HIIT,43
35,158,72,104,Cardio,30
38,188,59,164,Yoga,64
29,188,89,160,Yoga,10
25,181,113,122,Cardio,46
41,162,89,117,Cardio,15
21,182,91,139,Cycling,67
50,179,55,167,Strength,32
40,150,99,110,Cycling,13
31,151,103,123,HIIT,48
23,195,51,82,Cycling,108
58,151,68,135,HIIT,91
42,163,110,110,Yoga,32
51,198,93,80,Running,71
50,198,114,115,HIIT,74
56,176,64,109,Strength,39
51,153,94,131,Yoga,95
48,186,72,170,Yoga,22
29,175,57,90,HIIT,12
26,182,64,83,Cycling,85
22,188,88,115,Strength,16
31,167,73,96,HIIT,113
54,162,89,112,Cardio,79
41,165,116,115,Strength,118
59,163,103,163,HIIT,22
53,197,95,140,Running,107
51,160,70,81,HIIT,57
36,197,103,135,Cardio,66
48,183,89,170,HIIT,97
41,154,57,123,Cycling,32
46,162,73,143,Cardio,56
58,184,118,92,Running,107
28,155,65,124,Cardio,92
22,158,84,142,Yoga,114
53,167,85,97,Yoga,29
42,152,87,165,Cycling,61
24,180,58,176,HIIT,42
31,178,110,118,HIIT,82
29,160,116,106,Cycling,92
35,172,92,97,Yoga,96
35,197,57,134,Cardio,35
25,178,50,120,Cardio,94
18,163,74,116,Cycling,96
54,150,102,162,Strength,37
39,174,90,115,Yoga,39
56,158,76,170,Cardio,32
55,159,52,151,Cycling,55
30,196,69,169,HIIT,27
44,175,111,134,Running,30
33,156,66,140,Yoga,13
48,170,59,162,Cardio,32
34,196,77,162,Cycling,110
44,189,115,86,Cardio,38
54,170,87,121,Cycling,36
50,186,52,174,Cycling,115
38,158,56,127,HIIT,35
58,176,50,149,Running,115
56,153,117,140,Running,33
36,176,105,109,Running,110
31,175,79,119,Strength,92
31,186,96,132,Running,80
52,181,65,143,Running,42
30,199,91,118,Strength,48
25,159,116,145,Strength,49
52,198,91,138,Cardio,69
41,172,114,85,Yoga,70
47,186,86,112,Strength,68
26,173,113,93,HIIT,71
30,197,60,168,Strength,84
54,173,91,175,Cardio,108
28,182,95,155,Cycling,89
31,186,64,88,HIIT,107
26,163,90,84,HIIT,90
37,181,59,96,Strength,71
47,186,111,93,Yoga,81
39,198,50,84,Cycling,83
21,195,90,168,Cycling,31
24,171,78,100,Strength,19
54,158,71,148,Yoga,119
47,180,51,112,Cardio,93
54,177,66,160,Running,83
41,158,58,88,Strength,10
21,184,57,86,Cardio,23
20,173,64,89,Cycling,113
42,150,63,139,Cycling,63
41,160,87,99,HIIT,26
24,174,87,106,Running,67
25,154,73,116,HIIT,101
18,155,116,174,Yoga,107
26,176,73,165,Yoga,73
20,163,54,84,Strength,68
48,171,85,98,Yoga,47
49,162,75,89,Cardio,80
50,160,55,163,HIIT,100
28,188,56,151,Yoga,108
47,153,52,112,Cardio,111
32,177,80,87,Strength,104
30,157,66,102,Cycling,61
49,168,66,154,Yoga,61
35,198,71,111,Strength,103
45,165,116,99,Cardio,112
55,188,114,84,Strength,21
52,196,110,149,Yoga,35
52,171,82,100,Cycling,100
58,165,51,152,Strength,50
28,166,53,93,HIIT,80
36,175,101,144,Cardio,71
18,179,98,81,Cardio,66
54,182,116,173,Cycling,21
35,191,90,90,Cycling,52
38,181,58,142,Running,119
21,179,64,87,HIIT,38
27,186,76,90,Running,53
23,195,78,94,Running,114
27,184,82,123,Yoga,10
20,169,61,178,Strength,53
50,154,106,140,Cycling,88
19,157,94,135,Running,13
46,197,83,145,Strength,12
58,198,71,128,Cycling,109
36,187,90,168,Cycling,82
45,198,87,80,Yoga,13
59,159,106,113,Yoga,102
26,178,56,179,Cycling,97
44,176,80,146,Running,54
26,179,87,165,HIIT,95
52,188,66,116,Running,49
56,170,92,144,Yoga,51
47,163,89,177,Yoga,92
39,160,61,103,Cardio,89
19,160,96,163,Strength,33
52,186,74,85,Cardio,95
19,197,66,104,Cardio,111
39,171,70,116,Cardio,83
54,183,60,119,Cardio,65
32,164,102,140,Running,87
21,184,108,156,HIIT,84
44,189,107,169,Cycling,69
30,174,66,157,HIIT,48
49,172,73,98,Cycling,15
32,168,115,105,Cycling,59
55,198,53,111,HIIT,13
28,185,92,143,Strength,93
45,180,104,140,Cardio,28
48,184,108,166,Yoga,76
30,181,60,107,Cardio,63
43,172,93,126,Strength,60
40,188,67,88,Cardio,104
26,186,76,178,Cardio,68
49,168,74,120,Strength,24
37,155,68,114,Running,16
28,165,83,146,Strength,90
53,163,61,128,Cycling,49
28,167,52,96,Yoga,16
18,197,66,116,Running,43
49,171,61,100,Strength,28
26,172,117,142,HIIT,22
35,167,90,90,Cardio,59
21,155,103,142,Cycling,19
23,187,68,166,Running,27
58,181,90,152,HIIT,51
29,165,63,169,Cardio,54
20,186,84,134,Cycling,65
22,192,80,91,Cycling,56
53,191,95,166,Cardio,114
37,160,118,125,Running,40
23,172,57,119,HIIT,69
25,178,64,93,Cycling,69
55,179,69,146,Cycling,13
25,184,68,162,Cardio,39
53,165,113,179,Yoga,12
54,168,68,151,Running,111
23,156,109,140,Strength,14
34,157,101,148,Running,21
57,191,109,98,Cycling,103
35,159,51,160,HIIT,115
18,182,91,91,Yoga,48
24,194,63,164,Cycling,63
29,189,58,154,HIIT,107
20,153,69,175,Strength,69
27,188,117,170,Running,42
27,189,75,85,Yoga,39
57,190,70,98,Yoga,90
50,153,63,120,Running,37
27,175,69,126,Cycling,10
36,185,76,179,Cardio,109
51,166,83,179,HIIT,72
22,177,108,121,HIIT,115
36,162,73,151,Cycling,104
48,175,62,109,Cycling,69
27,194,95,179,Yoga,97
32,155,50,158,HIIT,103
33,198,56,103,HIIT,109
22,153,89,162,Cardio,112
52,175,99,118,Strength,67
51,182,112,85,Running,48
34,173,83,96,Cycling,38
42,185,115,176,HIIT,33
58,165,118,149,Yoga,65
43,154,70,122,Strength,70
41,174,90,124,Strength,117
31,156,58,163,Cycling,72
55,173,56,153,Cycling,75
40,174,112,85,Cardio,53
53,165,52,85,Yoga,29
20,196,112,144,Yoga,42
32,178,87,154,Strength,16
39,173,105,144,Running,20
58,167,81,127,Yoga,79
55,197,91,127,Yoga,47
42,196,94,176,Yoga,108
52,199,119,169,Cycling,111
28,173,95,124,Running,106
21,166,55,177,Running,78
50,197,54,159,Strength,92
24,187,84,160,Strength,48
56,158,59,116,Running,77
23,156,78,174,HIIT,67
58,190,93,154,Running,34
39,182,54,150,Running,47
55,157,66,135,Running,37
51,181,73,173,Yoga,20
22,161,113,88,Cycling,32
24,186,69,155,HIIT,94
35,182,86,103,Cycling,83
20,192,109,81,Cycling,87
23,154,61,168,HIIT,22
46,153,61,167,Yoga,59
54,194,112,173,Cycling,71
28,153,59,128,Cardio,82
59,158,90,81,Running,21
26,161,99,176,Cycling,11
35,155,103,139,Cardio,49
46,193,118,87,Running,58
56,152,92,134,Yoga,55
41,180,65,168,Yoga,98
20,195,110,132,Cardio,21
50,199,107,178,Yoga,65
34,189,98,155,Cardio,16
26,167,53,84,Cardio,106
24,163,53,98,Strength,65
35,158,117,130,Cardio,63
37,175,115,112,HIIT,97
50,179,63,153,Cardio,17
50,189,80,150,HIIT,107
21,176,112,144,Yoga,118
49,150,71,130,Strength,41
24,166,58,102,Cycling,95
45,158,115,171,Strength,105
59,198,73,171,Strength,50
43,166,69,159,Running,83
39,189,83,83,HIIT,48
50,185,88,173,HIIT,47
27,166,78,140,Running,86
31,184,67,152,Cardio,77
59,162,75,83,Cardio,13
26,182,83,128,Cardio,116
47,166,64,98,Strength,27
20,158,108,174,Strength,101
28,174,63,172,Yoga,110
44,181,78,135,Cycling,99
39,160,82,162,Cycling,55
21,189,75,129,Strength,99
22,167,86,168,Cycling,89
48,178,111,172,Strength,76
26,165,75,109,Yoga,88
51,180,56,178,Cardio,18
29,154,87,170,Strength,47
57,179,69,168,HIIT,73
31,174,69,132,Running,89
42,186,101,116,Yoga,37
54,164,97,93,Running,77
22,174,69,112,HIIT,105
38,184,82,178,Running,23
43,176,65,171,Strength,102
47,184,117,109,HIIT,63
48,161,99,178,Strength,14
57,188,114,106,HIIT,51
34,173,108,103,Cycling,32
41,192,103,80,Yoga,113
42,192,65,117,HIIT,86
29,168,89,106,HIIT,87
55,198,66,174,Cardio,83
27,152,62,88,Running,90
46,194,74,108,Cardio,67
58,157,91,89,Strength,94
18,184,52,162,Yoga,87
38,158,76,133,Yoga,11
31,164,68,155,HIIT,35
30,164,89,105,Cardio,110
43,172,98,100,Cardio,95
58,151,59,106,Cycling,12
35,198,98,153,HIIT,62
59,169,94,109,Cycling,90
35,157,101,125,Yoga,110
46,193,57,117,HIIT,104
59,172,103,122,HIIT,89
27,199,65,172,HIIT,77
44,187,76,155,HIIT,37
27,198,70,118,Running,59
39,170,111,144,Cardio,59
19,194,68,157,Yoga,113
20,190,85,151,Cardio,76
18,183,103,127,Cycling,113
39,193,104,107,HIIT,101
50,199,105,156,Strength,11
59,193,61,87,HIIT,59
39,158,60,98,Strength,97
54,190,95,163,Running,114
32,196,73,112,Yoga,65
53,162,67,81,Running,86
18,179,111,139,Cycling,39
34,183,92,118,Cycling,82
39,164,50,90,Cycling,117
32,192,87,165,HIIT,37
33,178,58,86,Running,52
52,189,119,145,Cycling,116
26,165,54,130,Strength,83
18,185,90,151,Strength,51
46,168,77,93,Strength,64
19,176,67,133,Cycling,104
58,160,89,83,Cardio,34
31,158,80,170,HIIT,70
42,197,109,149,Strength,100
29,181,85,160,HIIT,72
30,190,65,172,Cycling,38
54,168,99,133,Cardio,65
54,193,84,123,Yoga,22
50,155,108,148,Strength,84
56,172,97,98,Strength,98
22,181,54,102,Strength,60
39,150,53,123,Yoga,114
51,164,86,141,HIIT,92
48,175,75,134,Cycling,82
47,165,70,167,Cardio,44
52,190,93,96,Cycling,27
19,185,114,116,Strength,88
36,190,98,174,Running,94
46,156,65,81,Yoga,36
50,182,50,160,HIIT,47
29,169,114,89,Running,11
42,191,102,159,Cycling,26
53,173,105,95,Strength,89
25,157,84,158,HIIT,41
58,193,101,153,Yoga,51
22,194,54,175,Cycling,62
58,160,51,141,Running,58
36,199,97,177,HIIT,118
21,171,58,98,Cardio,87
35,164,62,80,Strength,31
56,150,68,150,Strength,69
23,161,115,175,Cardio,46
48,171,70,168,Strength,90
30,190,113,88,HIIT,29
19,196,91,91,Running,38
39,161,110,104,Strength,77
28,198,90,113,Strength,38
20,161,54,162,Yoga,107
36,162,113,173,Cycling,104
29,199,87,127,Cardio,10
45,174,105,105,Yoga,53
20,182,84,142,Yoga,44
28,191,92,141,Running,90
54,169,93,127,Cycling,27
20,185,74,81,Cycling,96
34,174,95,103,Running,114
35,175,76,113,Yoga,71
19,150,60,89,HIIT,24
36,184,116,160,Running,44
28,182,110,165,Yoga,72
41,182,101,86,Running,98
35,180,96,109,Yoga,95
25,194,74,153,Strength,40
37,159,62,104,Yoga,119
55,154,112,144,Cardio,10
52,199,63,82,Strength,65
35,165,100,178,Cardio,48
49,167,107,133,Cardio,108
58,164,82,171,Yoga,22
27,196,117,133,Cardio,56
59,160,102,114,Running,18
26,152,65,177,Cycling,13
28,163,52,173,Running,54
34,169,76,84,Strength,55
48,178,96,167,Running,66
36,195,106,168,Cycling,76
39,153,51,133,Running,57
37,170,118,170,Cardio,66
54,189,96,82,Yoga,45
24,198,79,125,Cardio,42
52,164,58,174,Cycling,93
49,176,68,162,Cardio,41
40,183,51,129,HIIT,55
53,157,57,94,Strength,14
21,168,74,154,Strength,107
27,199,84,153,Cycling,59
54,158,79,124,Yoga,23
45,161,52,143,Yoga,72
56,160,92,133,Cardio,31
59,174,53,132,Cycling,58
37,173,81,173,Running,76
50,191,117,163,Cardio,48
36,199,98,163,Cardio,39
41,156,117,160,Yoga,113
42,170,110,169,Cardio,16
53,167,100,147,Cardio,87
33,191,96,123,Running,109
45,159,90,162,HIIT,113
43,154,89,87,HIIT,21
41,194,90,169,HIIT,16
22,154,111,151,Cycling,65
32,163,66,167,Cycling,18
34,153,81,91,Cardio,16
51,158,63,137,Cycling,35
45,178,55,119,HIIT,105
30,163,54,88,Running,101
59,150,115,174,Cycling,115
47,150,96,132,Yoga,95
27,174,57,162,HIIT,54
46,194,53,90,Cycling,102
23,198,118,80,HIIT,67
49,175,51,144,Cycling,93
54,174,74,83,Cardio,119
39,155,84,103,HIIT,63
40,172,62,178,HIIT,36
35,181,65,157,HIIT,17
54,161,114,82,Running,31
34,183,81,179,HIIT,114
31,167,58,145,Cardio,105
48,173,86,158,Yoga,36
44,160,110,139,Yoga,25
34,151,112,118,Yoga,59
26,198,65,123,Cycling,63
45,184,112,103,Yoga,52
58,151,92,94,Yoga,33
26,181,66,148,Cardio,29
46,199,52,168,Running,75
43,174,76,118,Cycling,77
54,166,68,118,Yoga,72
33,165,64,157,Running,101
34,174,70,159,HIIT,65
48,191,101,80,Yoga,61
24,194,114,116,Cardio,43
23,151,65,143,Strength,99
26,199,65,81,Yoga,39
19,154,79,147,Yoga,56
28,163,55,172,Cardio,58
52,186,101,172,Yoga,101
39,163,83,127,HIIT,106
56,163,92,131,Cycling,81
50,172,79,158,Strength,116
44,150,101,135,Cycling,73
30,164,111,139,HIIT,103
58,188,101,154,Strength,91
18,194,55,167,Yoga,45
34,167,63,80,Cardio,98
52,194,71,106,Cardio,119
56,170,61,115,Running,74
43,166,65,120,Running,90
45,184,66,160,Running,67
18,168,59,131,Running,50
23,169,52,87,Yoga,60
53,188,58,86,Yoga,24
24,151,112,88,Cardio,30
47,153,78,116,Yoga,26
58,162,71,148,Yoga,19
49,158,107,127,Yoga,18
57,194,112,140,Yoga,61
22,191,114,89,HIIT,63
54,199,86,138,Strength,88
31,155,64,95,Cycling,116
50,154,68,87,Running,68
50,175,110,114,Yoga,93
40,197,82,130,Running,35
49,166,72,96,HIIT,68
37,152,52,110,Yoga,60
21,163,93,96,Strength,11
51,187,96,112,HIIT,63
22,162,63,170,Strength,13
52,180,92,171,Cardio,51
46,154,106,129,Cycling,118
42,185,50,160,Strength,104
58,153,97,164,Strength,92
33,155,59,106,Yoga,50
36,194,112,163,Running,85
31,165,54,133,Strength,115
40,171,85,93,Strength,54
50,195,81,136,Strength,43
34,153,111,88,HIIT,30
18,163,91,167,Running,115
32,189,52,86,Yoga,56
41,181,87,123,Cardio,106
25,196,112,157,HIIT,35
39,176,73,154,Yoga,31
28,173,65,164,Cardio,30
49,189,77,179,Cardio,72
20,174,72,116,Cycling,37
21,182,82,131,Strength,92
27,187,69,101,Running,95
32,164,106,116,Strength,32
29,179,79,150,Strength,71
26,193,55,153,Cardio,25
54,164,94,97,Strength,73
27,187,96,125,Strength,45
52,189,76,176,HIIT,88
41,191,108,166,Cycling,116
35,196,102,85,Cycling,31
58,168,68,130,Strength,110
35,193,110,163,HIIT,102
50,169,88,105,Cycling,113
47,183,111,94,Strength,43
28,152,82,104,Yoga,106
33,169,53,145,Running,86
43,180,114,101,Running,49
42,162,58,115,HIIT,108
33,162,91,163,Cardio,111
26,192,108,126,Strength,33
37,171,60,103,Yoga,45
52,177,62,83,HIIT,79
47,197,109,98,Yoga,56
52,158,67,154,Running,85
20,173,73,80,HIIT,24
21,184,90,96,Yoga,72
34,160,52,159,Yoga,78
23,195,53,141,Running,117
43,168,116,154,Running,47
21,164,111,86,HIIT,60
57,181,110,86,Cardio,15
53,199,102,169,Strength,76
20,179,105,99,Yoga,85
49,160,111,145,HIIT,78
25,181,103,141,Strength,16
47,163,62,174,Strength,109
18,192,57,137,Strength,73
27,172,78,91,Strength,44
20,153,70,89,Cardio,45
29,155,110,120,HIIT,17
31,168,65,147,Strength,104
52,154,74,177,Yoga,41
22,156,87,117,HIIT,108
34,192,93,161,HIIT,47
29,180,109,88,Strength,23
43,161,103,128,Running,66
