age,height,weight,heart_rate,vo2_max,workout_duration,workout_type
52,98.7,176.6,173,37.6,88,HIIT
43,70.6,163.3,63,32.5,44,Cardio
54,72.2,195,125,57.5,30,Yoga
55,78.8,196.4,179,37.8,93,Strength
38,99.2,170.1,150,51.6,36,HIIT
57,62.1,194.5,92,31.8,55,Yoga
56,84.1,169.2,91,52.8,109,Cardio
38,85.8,186.8,103,33.8,114,Cardio
27,80.4,173.8,168,50.9,115,Strength
55,54.4,156.1,169,46,40,Cardio
21,83.8,196.4,96,58.7,37,Yoga
37,53.2,172.7,150,31.1,79,HIIT
34,79.8,186.7,151,38.8,37,Cardio
24,87,168.4,126,32.1,20,HIIT
21,60.5,150.9,119,56.4,33,Yoga
46,92.1,155,118,47.8,27,Yoga
31,51.5,174.8,95,46,85,HIIT
20,92.2,184.5,108,33.9,70,Yoga
41,73,166.7,110,44.7,98,Strength
54,60.9,184.8,166,42,79,Cardio
33,56.7,184.9,67,39.5,53,Strength
21,97.7,185.2,167,53.2,55,Strength
41,53.6,174.6,109,31.8,81,Strength
51,60,195.7,173,49.4,20,HIIT
47,67.4,174.5,100,54.7,104,HIIT
35,81,172.5,160,57.2,61,Yoga
36,77.2,160,176,52.4,20,HIIT
48,56.3,165.4,172,38.5,115,Yoga
36,64.5,152.1,168,48,103,HIIT
36,61.9,181.7,97,34.2,73,Yoga
39,60.7,162.4,179,33.5,66,Cardio
41,70.6,165.2,145,49.2,119,Yoga
29,85.2,188.5,137,55.5,58,Cardio
47,60.9,166.4,138,32,49,Yoga
55,68.3,162.1,114,33.2,26,HIIT
48,69.5,158.5,169,47,41,HIIT
53,98.8,188.7,127,36.5,69,Cardio
36,97.7,156.5,77,48.4,64,Strength
53,90,172.7,124,36.4,93,Strength
47,62.1,175.3,123,33.5,91,Yoga
50,53.4,184.4,71,46.4,110,HIIT
35,65.8,181.7,177,55.9,29,Strength
45,63.3,190.5,100,50.6,33,HIIT
28,75.3,152.2,101,54.6,65,HIIT
50,88.9,164.8,176,38,94,HIIT
34,92.9,164,119,56.6,25,Yoga
23,92.2,157.3,109,41.3,40,Cardio
21,68,164.5,140,55.6,81,Yoga
37,84.4,165.5,142,44.1,116,Strength
44,65.6,176.1,95,38,38,Cardio
32,53,183.2,107,37.8,107,Strength
23,85.1,169.1,130,47,101,Cardio
31,50.5,186,132,32.4,118,Cardio
28,70.5,166.8,67,57.9,81,Yoga
56,66.5,164.5,84,38.1,102,HIIT
26,84.7,177.1,66,40.1,72,HIIT
43,88.3,151.2,165,37,43,Cardio
33,65.2,154,67,30.1,75,Yoga
22,90.6,170.9,147,50.8,81,Strength
27,64.7,197.1,140,47.7,53,Strength
20,72.3,186.1,135,54.3,41,HIIT
30,86.4,154.4,169,31.2,87,HIIT
47,84.6,192.3,90,57.9,76,Strength
23,99.4,186.6,71,39.9,29,Strength
34,61.3,180.5,116,57.4,85,Yoga
36,83.1,191,125,33.2,27,Strength
59,80.5,170.2,71,52.3,116,Yoga
52,95.8,161.1,86,47.4,57,HIIT
43,57.8,175.6,105,40.7,81,Strength
22,87.6,177.4,66,32.4,47,HIIT
46,78.4,176.9,120,48.1,29,Cardio
54,63.7,178.3,117,30.8,64,Cardio
37,73.7,197.4,117,45,84,Cardio
38,66.7,195.1,72,48.1,117,Strength
27,79,193.8,112,52,86,HIIT
22,94.5,190.1,159,59.7,28,Strength
53,78.5,197.2,124,37.8,24,HIIT
23,81.6,154.9,108,39.7,29,Yoga
43,75.9,163.3,94,40.2,31,Strength
21,52.6,174.8,153,51.9,101,Cardio
56,61.6,192.3,154,58,77,Yoga
56,74.6,175.3,76,59.2,40,HIIT
52,65.5,187.4,131,58.4,40,Strength
18,59.1,156.9,126,56.4,84,HIIT
41,75.2,162.6,69,59.7,22,HIIT
53,66.1,186.6,93,41.3,88,Strength
23,62.9,158.2,145,58.4,108,Strength
58,73.2,167.6,63,52.8,83,HIIT
48,56.7,163.2,155,35.1,68,HIIT
37,96.4,167.5,88,31.4,91,Yoga
41,93.4,185.4,105,36.4,36,Cardio
42,85.4,168.4,134,53.4,92,HIIT
53,55.3,177.8,105,49,51,Cardio
38,88.8,155,136,36.7,89,Yoga
47,90.4,190.3,118,52.3,40,Cardio
41,88.4,168.5,120,34.2,26,Cardio
59,55.7,182.4,127,54.7,26,Yoga
47,82.2,186.3,125,53.8,46,HIIT
39,91.7,160.5,93,59.2,27,Cardio
45,78.9,194.2,166,34.5,92,HIIT
24,82.3,180.8,145,57.2,47,HIIT
52,72.9,171.4,64,40.2,98,Strength
45,76.4,159.1,68,42.5,85,HIIT
31,51.7,197.1,79,44.1,90,HIIT
27,81.9,187.8,80,48.8,66,Cardio
33,54.1,160.4,76,59.8,101,HIIT
33,71.8,166.9,71,48,105,HIIT
48,64.6,190.5,151,57.8,29,Strength
59,77.3,184.8,141,37.7,52,Strength
42,56.7,188.3,126,42,26,Cardio
30,84.6,172.1,64,45.1,22,Cardio
23,89.8,185.8,119,39.7,33,Strength
26,58.2,169.3,112,59.3,63,Strength
53,55.2,160.6,111,51.8,65,Yoga
37,57.3,181.6,137,44.4,80,HIIT
35,93.9,198.8,107,52.5,55,Cardio
38,76.4,165.5,149,44,32,Cardio
21,73.4,173,78,30.5,35,HIIT
50,55.3,183.7,164,46.3,99,HIIT
44,82.5,177.1,76,48.8,24,Cardio
24,93.4,192.2,113,59.4,108,Strength
23,91.4,188.1,162,31.2,57,Strength
32,81.3,152.9,165,45.4,69,HIIT
35,53.8,199.9,127,32.9,57,Cardio
49,55.6,187.6,165,34.5,75,HIIT
28,52.5,193.2,94,48.3,82,Strength
37,62.9,182.6,147,36.9,67,Yoga
41,56.8,192.8,100,52.5,109,Yoga
32,63,155.6,72,45.4,78,Strength
24,69.3,167.4,92,36.5,96,HIIT
38,97.1,193.8,74,44.8,63,Yoga
59,80.5,160.1,122,30,109,Strength
43,91.7,153.9,74,55.9,74,Cardio
31,85.5,189.4,90,30.4,74,HIIT
54,55.6,191.8,166,30.2,20,HIIT
38,86.8,158.1,87,48.3,27,Yoga
35,63.8,192.7,69,59.2,23,HIIT
22,82,184.3,116,55.7,104,Yoga
20,67,176,130,37.6,105,Yoga
40,99.9,191.5,92,35.9,72,Strength
43,63.2,171,66,48.8,77,Yoga
54,64,159.7,64,54.7,56,Cardio
41,96.5,164.2,149,40.9,68,HIIT
36,51.2,175.3,178,43,86,Yoga
42,84.8,176.6,139,33.5,38,HIIT
38,86.3,190.3,116,34.6,20,Yoga
29,91.8,189.6,131,47.1,48,Strength
58,98.7,179.1,145,33.1,106,Cardio
50,98.8,189,157,36.1,52,HIIT
21,53.3,159.6,99,37,71,Strength
59,91.1,152.5,87,43.3,60,HIIT
24,82.3,193.7,169,31.4,42,Strength
39,82.4,153.8,95,45,24,Cardio
50,56.4,162.3,115,57.9,90,Yoga
34,82.5,184.8,106,30.7,76,Strength
41,99.1,170.5,130,48.9,25,HIIT
51,95.6,193.8,175,55.1,68,HIIT
45,72,164.9,99,39.4,41,Strength
58,52,150.6,118,33.9,96,Cardio
56,68.1,165,102,31.3,95,Cardio
39,91.3,178.9,151,49.3,23,Yoga
34,85.1,168.8,125,46.6,91,Yoga
51,73,176.7,68,36.9,83,HIIT
23,52.8,193.8,65,54.9,56,HIIT
23,71.3,195.6,178,52.1,50,Yoga
51,73.5,163.3,124,38.3,56,Yoga
18,96.4,173.1,62,52.6,64,Yoga
27,82.1,177.5,133,37.3,109,Strength
38,65.6,197.5,96,50.3,27,Yoga
22,76.3,199.9,167,33.6,59,Strength
19,53.3,161.8,146,50.8,116,Strength
39,98.6,186.3,92,37.2,112,Yoga
19,68,168.9,68,47.2,24,Cardio
27,73.9,150.4,112,35.2,47,Cardio
51,67.8,150.5,136,51.8,100,HIIT
33,84.1,173,151,31.8,106,Yoga
56,83.1,174.4,110,35,28,HIIT
39,85.8,151.1,130,35.5,21,Yoga
29,63.4,184.3,85,31.2,82,HIIT
41,65.8,164.7,75,52.4,115,Strength
57,56.3,178,99,59.4,70,Yoga
55,82.8,165,149,53.4,50,Cardio
27,52,158.4,110,55.8,26,Yoga
52,79.9,170.4,98,30.2,49,HIIT
49,93.5,161.6,114,33.5,77,HIIT
24,94.5,176.7,155,46.8,22,HIIT
38,72.5,159.9,95,59.3,70,HIIT
37,73,175.4,165,49.8,75,HIIT
43,53.8,157.9,124,41.2,92,HIIT
21,83.5,183.5,172,34.4,29,Cardio
39,91.1,187.7,144,34.6,80,HIIT
32,62.2,155.5,136,40.9,69,Cardio
57,71.1,173.4,174,51.4,66,Yoga
38,91.9,153.5,149,31,109,Strength
32,93.9,179.9,104,55.6,20,Cardio
39,62.2,163.2,68,58.2,113,Yoga
45,77.5,176.4,96,56.7,76,Strength
31,59.6,175.9,146,57.4,57,Cardio
44,55.1,196.2,60,30.5,81,Cardio
58,95.6,177.5,125,59.3,98,Yoga
57,91,179.1,122,41,108,HIIT
45,88,170.1,102,56.1,89,Cardio
43,52.4,197.5,87,35.6,101,Cardio
19,92.2,188.9,159,43.4,84,Yoga
42,71.9,164.3,90,31.3,81,HIIT
20,67.1,192.2,164,31.2,75,Strength
25,77.3,171.6,128,58.3,86,HIIT
50,54.6,191.4,160,54.3,36,HIIT
59,87.8,191.1,148,45.9,27,Yoga
52,79.1,159.4,67,45.8,79,HIIT
23,59.3,185.1,93,52.5,59,Yoga
56,59.4,164.5,162,40.3,100,Strength
40,59.2,164.9,108,52.9,108,Cardio
42,52.9,164.8,155,44.6,81,Cardio
36,79.4,186.3,117,49.1,60,Yoga
22,92,161.5,134,58.9,31,Yoga
28,50.9,150,106,44.1,112,HIIT
29,52.5,185.8,84,42.6,108,HIIT
27,78.6,158.6,62,57.2,119,Cardio
25,91,155.2,104,57.1,73,Cardio
41,66.3,161.9,173,59.8,108,Cardio
45,67.5,169,111,46.5,112,Yoga
58,79.8,173.8,155,40.3,30,Strength
53,63.7,152.2,175,37.2,79,Strength
54,51.3,198.5,158,31,87,Yoga
38,86.8,185.8,155,51.8,97,HIIT
25,81.3,166.2,93,37,65,Strength
26,79,165.9,160,48.2,57,HIIT
32,87.1,172.4,175,57.5,80,Cardio
57,83.8,181.3,128,58.5,36,Cardio
35,60.3,157.3,168,30.1,85,HIIT
59,67.6,159.4,151,39.5,91,Cardio
37,56.3,193,151,55.1,55,Yoga
23,56.5,162.8,67,46.1,93,HIIT
29,83.8,169,86,54.2,26,HIIT
19,92.9,193.6,139,55.6,119,HIIT
24,98.1,183.2,122,43.3,35,Strength
33,81.4,167.1,141,40.8,33,HIIT
20,59.2,184.2,84,43.7,99,HIIT
20,55.3,151,117,49.6,44,HIIT
44,90.6,186.8,107,41,23,Strength
57,78.9,174.4,60,53.2,48,Cardio
55,80.9,190.7,67,57.1,75,Strength
50,89.1,197.7,80,38.5,25,Yoga
45,85.2,196.3,157,58.9,20,HIIT
18,91.7,195.5,147,48.7,58,Yoga
25,52.8,175.6,160,56.3,20,Strength
54,87.4,168,149,33.1,82,Cardio
49,92.5,173.3,170,37.5,76,Cardio
54,64.3,184.5,137,39.6,86,HIIT
21,82,194.2,88,39.1,84,Cardio
47,65.7,160.3,89,35.2,84,Strength
23,97.9,195.9,62,56,40,Strength
36,51.7,190.8,66,42.6,49,Cardio
49,79,198.9,159,58.9,115,HIIT
26,58.3,194,70,47.5,52,HIIT
29,85.6,164,91,34.2,67,Strength
28,58.8,155.3,118,46.4,41,Cardio
33,61.8,155.6,71,59.8,113,Strength
18,74.7,164.6,138,47,73,Strength
38,95.7,180.7,97,30.1,23,Yoga
47,60.6,190.2,83,58,106,Strength
30,57.2,195,124,37,74,HIIT
51,87.9,181.2,77,50.7,63,Cardio
21,75,150.3,105,45.5,108,Cardio
45,95.6,159.3,115,39.8,31,Yoga
55,57.3,155,122,38.5,100,Yoga
48,82.3,168.2,66,57.9,98,HIIT
44,61.6,175.1,165,57.4,93,Yoga
22,57.8,152.2,164,45.4,118,Strength
42,84.2,167.4,125,37.8,71,Strength
20,79.7,159,99,33.1,112,HIIT
50,87.7,182.4,113,34.7,95,Cardio
21,65.5,173.2,90,45.7,84,HIIT
42,72.4,174.8,156,39.2,84,Yoga
37,70.3,171.4,111,31.3,29,Cardio
51,99.2,197.8,153,43.7,37,Cardio
43,64.6,160.7,90,52.4,66,Cardio
22,64.7,175.8,93,56.8,85,Yoga
52,67.7,186.8,66,47.6,68,Strength
45,78.2,177.8,148,51.7,91,Strength
46,62.6,196.5,75,40.9,41,Yoga
26,95.8,168.9,81,44.9,105,Yoga
55,63.3,173.2,159,51.9,45,HIIT
23,94.8,154.4,112,51.8,109,HIIT
36,55.2,180.4,150,42.7,28,Strength
28,82.8,164.4,76,46.3,40,Yoga
19,95.3,158,63,57.7,114,HIIT
26,58.4,177.2,120,49,82,Yoga
38,98.4,176.6,158,49.3,25,Yoga
41,72.6,153.8,164,53.5,33,Strength
51,97.3,184.9,145,33.5,52,Strength
39,83.8,181.2,170,45.7,90,Yoga
20,65.1,159.5,111,58.8,43,Cardio
29,59.4,173.5,94,40.8,92,Cardio
45,65.2,186,103,38.8,94,Yoga
47,54.7,176.5,74,48,106,Strength
43,57.2,169.8,120,36.6,70,Cardio
38,55.2,166.1,175,46.7,21,Strength
45,71.1,180.5,163,34.7,34,Cardio
43,89.8,197,103,47.4,54,Yoga
50,57.1,183.6,80,48.1,55,HIIT
38,56.5,153.7,136,42.6,111,HIIT
52,82.2,173,106,41.5,58,Strength
51,59.9,194.5,134,37.4,23,Strength
58,54.9,154.7,108,39.9,83,Cardio
35,58.3,199.4,112,45,93,Yoga
28,96.2,197.5,179,37.4,25,Cardio
40,91.1,153.9,86,53.5,76,Yoga
39,67.7,196.7,90,51.3,49,Yoga
34,82.8,168.2,103,38.1,118,Strength
22,76.9,192.2,91,32.9,93,HIIT
28,83.9,170.9,175,30,115,HIIT
47,84.1,172,89,47.9,86,Strength
32,81.4,181.7,77,36.3,109,HIIT
44,63.3,188.7,122,30.4,34,Strength
52,52,151.7,75,40.8,36,Cardio
50,72.8,179.7,94,58.9,110,Yoga
37,94.5,159.3,121,50.7,37,HIIT
33,78.5,167.3,68,55.7,38,HIIT
51,91.6,167.4,121,34.3,95,Cardio
19,99.6,173.5,98,32.2,107,Cardio
52,58.2,166.7,110,30.3,88,HIIT
57,84.6,155.4,160,58.7,43,HIIT
45,83.7,157.3,174,39,110,Strength
56,99,151.7,69,43.8,67,Strength
23,99.3,173.5,111,41.8,49,HIIT
26,84.3,197.7,71,51.9,34,Strength
37,62.2,155.8,131,39.3,66,Cardio
18,89.9,197.3,121,46.1,63,Yoga
25,55.4,186.7,62,59.9,117,Strength
40,89,181.9,142,43.3,46,Yoga
20,95.5,182.3,70,46.5,103,Strength
21,69.1,191.3,67,45.1,83,HIIT
42,81.5,155.3,149,54.1,60,Strength
55,71.5,175.2,168,38,115,Yoga
32,71.9,184.9,82,35.1,87,Yoga
38,65.5,179.3,178,52.6,24,HIIT
52,88.1,191.6,69,42.5,72,Yoga
31,96.8,153.6,77,57.4,27,HIIT
53,97,184.5,135,49.3,41,HIIT
29,58.7,176.7,98,46.9,26,Yoga
34,93.7,169,85,32.1,41,Cardio
56,86.9,167,70,51.9,65,Yoga
26,62.6,181,69,50.6,49,Yoga
52,53.4,194.5,62,49.2,35,Strength
30,63.4,174.8,121,38,98,Yoga
32,95.6,191.2,130,58.4,24,Strength
35,81.7,170.1,120,39.6,86,Strength
50,86.1,155.1,63,34.6,42,Yoga
23,62.9,153.1,120,59.6,80,HIIT
44,86,152.6,163,52.4,93,Cardio
40,51.4,169,67,42.4,24,Yoga
44,68.8,166.9,161,58.1,42,Yoga
51,81.3,185.9,72,32.7,98,HIIT
55,57.3,187.1,71,32.6,101,Strength
31,91.2,152.5,94,50.5,44,HIIT
53,61.8,161.1,161,35.3,27,HIIT
25,82.6,163.7,113,57.5,114,Strength
52,70.3,177.4,110,55.2,40,Yoga
36,79.8,157.2,102,39.2,21,HIIT
47,55.4,156.7,159,56.7,41,HIIT
31,50.8,197.2,170,31.3,91,Yoga
37,95.5,190.2,125,46.5,106,Yoga
42,63.5,159,74,58.1,115,Cardio
57,91,170.3,108,55.7,91,HIIT
41,100,167.8,93,40.7,87,Cardio
31,60.6,189.6,98,35.5,83,Strength
43,63.3,175.5,85,36.3,113,Yoga
55,83.1,156.4,171,45.4,38,Yoga
40,98.3,186.9,128,47.9,106,Cardio
39,95.8,169.8,107,31,101,HIIT
36,75.1,163.1,148,42.4,72,Strength
20,89.8,168.8,110,54.9,112,HIIT
59,56.8,174.9,157,43.3,106,HIIT
36,98.9,167.2,170,35.1,116,Cardio
26,98.2,162.1,63,58.6,71,HIIT
45,58.2,169.9,157,38,66,Cardio
37,65,151,86,54,101,Yoga
24,55,188.6,178,35.8,73,Yoga
31,63.6,158.5,101,42.7,63,Yoga
26,90.8,152.2,177,44.7,116,Strength
36,68.9,182.7,115,45,26,Strength
31,54.4,188.7,152,45.5,111,HIIT
55,67.1,190.7,128,36.7,20,Cardio
53,99.1,174.7,77,45.5,82,HIIT
57,81.5,160.3,120,44.5,117,Yoga
34,70.8,186.9,63,36.3,58,HIIT
47,58.3,185,60,59.6,38,HIIT
26,99.3,162.3,109,56,50,HIIT
50,91,195.2,143,56.6,96,Yoga
42,64.1,155.2,129,50.6,43,Cardio
31,53.5,199.1,79,34.8,88,HIIT
28,52.8,193,79,47,106,Yoga
52,56,184.4,105,54.6,102,Strength
58,79,196.9,86,31.2,84,Cardio
31,96.4,186.1,85,44.9,52,Yoga
47,74.8,159.5,91,41.9,78,HIIT
58,92.1,172.1,69,36.4,52,Yoga
21,72.3,153.6,141,41.3,51,Cardio
21,85.4,169.5,164,59.5,78,HIIT
45,86.6,187.1,71,51.7,111,Strength
25,58.7,169.3,133,39,60,Strength
19,68.1,166.5,147,48.2,31,Strength
58,81.9,179.8,83,37.4,92,Yoga
39,53.5,193.6,176,48.3,30,Cardio
58,68.1,152.4,110,56.9,116,Strength
33,76.7,169.3,97,46.7,38,HIIT
46,99.8,157.9,105,52,73,HIIT
47,73.7,184.8,148,43.6,76,HIIT
29,90.8,155.3,67,45.7,61,Yoga
52,71.6,183.2,114,50.9,117,Cardio
28,89.8,164.3,137,54.4,90,Cardio
38,79.8,159.9,166,49.8,50,Strength
38,94.3,196.8,90,59.3,71,Cardio
22,70.5,150.9,147,54.6,21,HIIT
37,80.2,171.9,75,53.3,102,HIIT
54,81.5,151.1,79,55.4,57,Yoga
20,70.9,174.2,97,38.4,51,HIIT
50,57.2,175.1,170,43,29,Cardio
26,54.7,166.1,74,46.9,27,HIIT
26,50.8,156.6,137,43.9,109,Strength
21,93.7,168.8,176,55.4,113,Yoga
52,61.8,183.6,135,30.8,94,Yoga
34,60.6,189.1,93,36.3,39,Cardio
51,86.8,176.5,131,56.5,39,HIIT
41,66,179.5,78,31.8,28,HIIT
49,75.3,160,169,36.8,91,Cardio
18,58.1,164.4,128,40.5,34,Cardio
25,98,158.1,179,52.5,117,Strength
40,92.6,162.5,150,46.8,107,Cardio
57,93.2,161.2,122,58.6,116,HIIT
29,70.3,176,164,36.8,82,Strength
29,88.1,178.1,136,56.2,110,Yoga
32,57.2,197.2,91,38.5,40,HIIT
58,50.4,159.8,154,37.4,24,Yoga
36,51,182.1,164,45,54,Yoga
43,79.3,190.9,169,32.1,104,Yoga
46,72.8,178,96,41.5,87,HIIT
39,75.9,162.8,125,40.7,67,Yoga
57,50.4,163.1,66,34.8,99,HIIT
38,71.1,152,107,55.8,114,Yoga
55,85.9,165.3,70,41.6,109,Cardio
37,72.1,187.2,134,59.5,81,Cardio
46,86.6,152.4,146,57,54,HIIT
21,61.7,161,90,35.8,89,Yoga
24,90.7,185.3,103,45.2,116,Yoga
45,79.4,189.1,104,48.1,40,Yoga
45,60.5,172.8,131,54.6,99,Cardio
21,61.8,184.9,115,56.6,58,Yoga
39,81.4,169.4,91,48.7,53,Yoga
29,91.5,158,171,31.1,34,HIIT
20,70.8,169.9,80,44.4,25,Yoga
39,62.9,179,90,56.5,85,Cardio
19,93.4,197.4,60,51.4,107,Yoga
41,83.5,153.4,136,56.1,75,Cardio
51,72.4,175.4,70,50.2,68,Cardio
44,74.4,166.4,152,31.3,111,Strength
58,60.2,175.4,127,59,20,Cardio
18,81.3,151.2,95,57.5,84,Strength
25,67.9,165.7,138,33.8,47,Strength
40,99.8,191,118,33.4,119,Yoga
55,74,177.7,126,46.2,39,Strength
23,74.3,172.5,115,52.7,67,HIIT
39,78.3,164.3,110,41.5,91,Cardio
42,95.8,164.9,88,34.1,84,HIIT
35,90,169.2,144,45.3,109,Strength
34,72.6,191.8,61,40.1,70,Yoga
29,85.9,198.4,65,40.6,62,Cardio
23,79.3,171.9,90,49.3,68,HIIT
43,74.6,169.7,113,56.6,44,Yoga
44,59.6,192.3,147,46.8,93,Strength
25,73.2,171.3,99,50.6,95,Yoga
36,62.3,177.6,76,49.8,60,HIIT
59,95.7,161.5,64,46.5,90,Yoga
18,66.8,187.2,61,39.3,83,HIIT
46,97.6,176.6,117,41.3,80,Yoga
52,76.7,190.5,71,39.5,31,Cardio
57,81.6,189,64,57.5,100,Yoga
31,77.1,160.8,165,54.8,88,Cardio
52,56.5,185.8,119,47.4,33,HIIT
37,68.8,190,100,57.4,53,Cardio
30,55,167.3,79,56.6,67,Yoga
55,81.1,158.6,131,57.8,80,Cardio
25,72.3,150.1,60,36.7,100,HIIT
37,88.9,172.5,115,51.5,54,Yoga
50,61,167.6,129,48.3,84,Cardio
43,58.2,177.7,115,52,78,Cardio
56,70.3,159.4,113,37.9,55,Strength
38,96.3,193,70,50.8,98,Cardio
59,85.5,162.9,62,42.3,38,Strength
58,70.9,161.3,154,55,61,HIIT
26,75.9,174,87,53.9,88,Strength
41,54.2,174.9,170,36.3,38,HIIT
54,99.2,160.8,166,35.5,58,Cardio
58,83.3,163.6,179,51.5,88,Cardio
34,64.3,158.5,64,46.5,71,Strength
41,79.3,185.9,149,46.7,31,HIIT
38,55.5,188.5,75,52.6,102,Cardio
56,98.3,173.1,176,55.6,66,Strength
58,58.7,185.7,90,37.2,95,Strength
56,82.4,186.8,87,46.7,55,Strength
30,62.3,156.9,66,54.9,82,Cardio
28,85.9,198.3,161,56.2,95,HIIT
36,88.8,191.1,68,38.6,101,Cardio
28,83.7,160.2,98,33.1,70,Yoga
30,80.7,159.3,158,37,62,Yoga
18,94.6,156.3,102,58.4,53,Cardio
57,53.9,156.9,86,43.9,116,HIIT
36,66.5,187.4,135,42.6,68,Strength
29,62.4,173.5,176,30.4,37,Yoga
25,99.4,189.1,148,31.5,80,Yoga
25,69.5,187.3,166,50.1,76,Cardio
29,86.6,180.2,152,47.7,112,Yoga
50,84.2,184.3,154,47.3,24,Yoga
43,60.6,150.9,157,33.3,108,Strength
56,61.9,165.6,92,40.6,43,Strength
45,64.1,181.9,150,54.4,112,HIIT
22,70.6,150.5,115,35.2,83,Yoga
25,61.7,151.6,179,56.5,78,HIIT
42,51,192.6,61,33.6,57,HIIT
44,94,184.2,73,35.1,52,Strength
40,98.3,163.3,72,44.3,29,Strength
47,67.1,184.4,83,58.4,56,Cardio
40,66.9,189.6,128,39.9,116,Strength
37,50.4,165.3,93,49.7,106,HIIT
35,84,151.8,178,47.7,30,Yoga
35,91.3,196.6,146,34.5,43,HIIT
19,57.3,167.3,78,37.4,107,HIIT
21,58,155.3,89,57.9,90,HIIT
47,89.5,174.6,108,35.5,40,Strength
50,80.8,188.4,102,50.9,39,HIIT
53,52.2,161.1,75,58.9,29,Cardio
35,81.1,163.5,111,33.6,108,Yoga
54,65.4,162.1,173,42,66,Strength
36,68.4,199.6,175,36.7,119,HIIT
45,88.5,159.9,163,36.6,66,Cardio
57,90.5,178.8,157,33.6,34,Yoga
37,70,196.3,108,49.5,63,HIIT
50,97.4,157.3,70,52.4,81,Yoga
29,70.3,198.5,137,50.3,25,Strength
32,88.6,197.4,171,57.7,85,Strength
58,74.2,194.2,106,34.4,95,Cardio
56,94.9,160.7,138,39.6,23,Strength
19,95.4,181.7,94,40.3,42,Cardio
46,54.4,188,130,37,32,HIIT
58,96.8,199.3,88,34.3,100,Yoga
27,91.3,159,167,44.6,50,Strength
19,89.6,188.3,113,55,35,Yoga
28,60,166.9,145,58.6,60,Yoga
30,90.3,158.8,82,33.9,109,HIIT
27,92.5,171.1,83,54.7,111,HIIT
31,64.5,189.7,158,54.7,20,Strength
35,97.6,173.2,174,41.7,31,HIIT
26,52.5,176.9,69,33.3,75,Yoga
56,57.5,199.8,120,59.7,69,Cardio
45,76.9,170,67,49.7,39,Cardio
20,78.8,180.8,107,59.5,85,Cardio
37,82.3,168.3,171,44.5,55,Strength
23,50.8,169.6,135,41.9,98,HIIT
44,98,184.8,152,37.4,57,HIIT
19,52.2,196.9,88,59.5,41,HIIT
46,57.2,177.1,146,37.6,80,HIIT
55,50.7,188.4,85,30.7,69,Yoga
20,78.3,154.5,96,45.4,115,Cardio
33,96.6,160.6,155,41.3,78,Yoga
47,83.3,175.1,111,37.8,39,Strength
57,91.1,151,97,49,55,Cardio
19,50.7,162.6,65,40.9,116,Cardio
34,77.1,175.9,67,42.1,34,Yoga
58,73,150.7,76,30.7,81,Strength
29,74.9,163.2,135,47.7,22,Strength
52,53.6,175.7,121,33.7,112,Cardio
18,84.2,178.7,145,36.4,110,HIIT
32,75.2,196.3,137,51.5,24,Strength
43,88.3,182.3,93,39.4,75,Yoga
54,74.3,170.7,78,34.9,50,Strength
38,57.5,196.5,129,47.3,105,Cardio
48,82.4,189.2,141,36.4,54,HIIT
42,58.6,160,159,38.1,90,Strength
40,93.6,156.5,177,48.6,89,Cardio
41,80.7,183.8,96,52.2,45,Strength
55,57.9,178,97,52.2,20,HIIT
45,98.1,189.5,74,44.5,102,Yoga
38,75.9,186.9,161,43.6,26,Cardio
35,53.6,181.3,99,53.6,55,Cardio
53,81.3,199.3,68,35.8,95,HIIT
52,62.7,176.7,112,34.6,103,Cardio
26,90.2,155.7,177,49.9,106,HIIT
55,90.9,191.4,129,42.3,44,Cardio
47,98.9,162.6,177,51.3,113,HIIT
51,75.1,188.9,125,37.7,78,Strength
49,72.7,197.9,139,39.7,80,Strength
20,87.7,184.8,111,56.9,48,Strength
20,56.6,179.8,60,42.6,114,Cardio
45,77.3,173,89,47.7,37,HIIT
32,77.3,168.2,171,33.2,60,HIIT
58,54.5,167.7,156,35.4,38,Yoga
40,70.9,181.8,60,31.1,23,Strength
57,92.7,187.6,98,42.7,84,Yoga
28,92.8,183.9,75,59.7,60,Strength
49,55,159.9,76,56.2,34,Yoga
53,54.5,174.7,171,49,73,Strength
50,63.1,189.6,171,55.8,83,HIIT
41,93.7,173.8,161,47.8,91,Strength
56,56.4,176.8,141,41.1,34,Cardio
51,86,188.6,81,35.2,98,Strength
45,55.1,183.1,145,49.6,69,Strength
54,81.2,170.5,158,35.8,41,HIIT
24,67.8,194.8,90,42.5,37,Cardio
21,89.4,158.1,99,54.8,99,HIIT
54,61.7,199.8,86,33.9,21,Yoga
18,82,155.9,95,33.9,55,Yoga
18,61.8,150.7,178,36.7,39,Cardio
37,85.7,194.5,63,46.6,35,Yoga
36,93.7,162.2,172,37.6,86,Cardio
46,56.3,186.5,177,45.1,49,Strength
27,93.3,190.6,128,39.1,74,Yoga
35,79.7,192.9,84,45.2,85,Strength
45,56.4,199.6,154,38.3,118,HIIT
52,71.4,164.7,137,59.4,45,Yoga
48,58,185.5,89,44.8,76,HIIT
44,85,155.8,106,52.3,88,HIIT
28,87.9,170.3,71,51,21,Cardio
55,55.3,192.4,86,44.7,75,HIIT
22,75.3,168.4,104,37.2,103,Cardio
25,90.7,179.6,147,45.3,81,Cardio
51,96.8,175.2,122,50.4,53,Cardio
