age,height,weight,heart_rate
31,171,60,133
25,165,99,126
49,179,95,119
25,160,85,145
53,159,89,167
43,158,110,148
19,165,116,156
41,194,97,131
58,180,118,95
27,155,74,109
57,187,73,81
43,188,69,114
36,163,95,97
54,170,60,176
41,196,66,117
57,185,106,105
54,161,52,103
41,185,115,142
24,150,93,93
45,172,104,177
21,181,79,164
22,188,95,99
35,150,67,166
34,161,98,99
21,166,74,171
22,191,59,171
50,178,93,160
56,160,72,119
19,164,54,98
22,186,58,80
32,187,98,91
41,188,94,132
55,183,53,143
34,194,97,125
41,191,116,121
39,182,99,161
54,190,114,179
55,151,73,120
41,152,109,112
49,153,85,147
35,187,101,145
27,189,79,175
44,165,92,142
39,159,52,170
49,169,82,84
22,165,59,83
25,188,82,155
31,167,86,143
31,172,113,115
29,169,118,153
41,183,95,124
24,166,83,124
35,194,88,139
37,154,96,123
52,159,115,154
47,169,94,148
40,152,86,166
34,189,88,134
25,188,104,91
39,169,53,145
33,152,92,91
38,161,93,172
57,184,62,157
29,179,66,96
48,156,69,129
43,157,102,102
18,166,94,90
49,174,86,124
56,191,63,129
52,182,99,119
44,171,102,161
53,169,86,88
23,187,107,160
49,169,100,112
51,189,110,120
18,191,115,143
19,195,70,169
36,155,92,131
55,195,97,119
35,187,82,118
25,175,83,161
44,195,99,173
24,165,58,119
33,189,67,127
35,176,71,161
46,167,53,162
43,177,104,146
25,151,108,132
51,176,82,166
30,188,102,80
37,165,117,133
48,180,102,110
30,162,103,160
19,198,108,90
39,189,63,145
37,154,107,89
44,180,69,114
57,159,65,151
57,183,56,154
18,166,86,151
36,170,88,106
52,159,88,141
20,162,109,108
34,162,105,160
54,187,102,86
47,177,86,170
46,161,72,86
44,183,101,110
28,193,118,178
31,153,100,118
28,158,94,100
59,197,51,121
56,174,115,173
44,190,80,119
55,162,59,153
39,185,99,82
42,176,85,150
24,153,100,98
49,178,69,132
35,166,119,103
46,180,104,172
49,172,76,136
51,197,92,161
45,163,106,118
29,179,86,164
56,174,76,107
46,184,110,125
26,176,94,118
30,187,119,122
41,150,110,94
58,157,90,168
51,197,59,103
23,154,65,149
30,185,77,165
49,191,109,146
48,199,106,148
27,177,80,141
27,162,51,124
46,188,75,110
40,187,118,111
34,160,65,157
37,167,85,150
36,196,64,147
22,178,89,156
44,163,78,113
31,191,97,139
32,182,65,129
50,189,67,101
25,183,88,127
33,179,110,131
21,188,63,81
37,196,102,165
18,151,109,84
23,178,64,86
23,153,117,151
34,159,73,170
21,195,70,116
41,184,69,165
23,166,91,94
38,163,75,169
19,156,113,141
54,161,85,130
52,164,106,81
23,162,87,101
35,193,102,105
30,193,88,109
32,167,85,153
26,176,68,174
55,190,99,161
53,179,74,89
18,152,84,145
31,153,106,160
51,195,95,90
20,190,76,145
58,161,85,95
24,151,94,107
50,160,99,151
50,167,51,111
48,196,52,124
20,186,75,92
23,165,71,113
59,187,111,139
57,187,97,103
21,181,116,160
24,157,112,95
18,173,62,158
49,171,93,80
49,162,64,167
39,177,85,123
21,194,56,80
48,189,58,123
54,180,114,178
28,162,101,143
26,198,54,159
36,175,77,148
18,190,86,93
24,199,69,89
52,188,100,126
32,164,111,100
30,151,63,171
20,166,101,114
24,184,86,165
43,153,80,162
49,154,51,80
41,189,118,157
58,150,64,92
31,166,68,134
44,159,59,140
29,161,95,165
51,163,75,174
31,174,109,107
32,197,112,134
22,170,62,174
45,163,95,161
58,178,59,163
47,152,118,104
37,180,90,179
50,168,115,168
26,173,56,114
38,165,71,108
50,190,109,154
19,163,96,112
32,195,91,100
48,155,87,161
23,164,118,145
19,170,101,106
59,195,110,156
41,176,111,100
55,177,115,141
39,180,83,108
57,175,75,142
50,188,92,150
38,183,79,168
37,171,69,162
42,169,64,94
27,173,102,119
44,153,89,119
22,196,87,90
28,152,88,110
42,160,80,162
19,166,76,92
58,193,73,129
27,196,103,113
32,193,103,100
35,150,75,80
33,179,100,122
50,190,102,101
45,151,79,162
52,157,66,88
41,155,72,166
20,178,113,135
58,169,69,127
55,179,93,113
32,184,98,170
54,167,115,139
35,163,118,81
51,161,59,140
28,163,95,122
47,184,63,154
59,178,100,138
25,152,114,111
36,158,69,109
25,161,60,140
27,155,115,80
29,199,104,116
55,188,59,118
59,166,53,102
24,199,114,137
49,167,94,179
27,152,78,113
57,167,84,109
26,195,84,165
23,192,110,139
31,164,118,149
21,195,89,178
34,182,98,83
25,164,88,145
35,160,113,167
55,182,76,97
19,160,58,122
57,163,104,157
20,189,72,86
22,195,83,85
39,194,83,133
50,190,84,164
30,179,91,106
49,161,115,123
28,179,50,128
53,164,65,112
59,186,50,130
47,162,101,173
40,152,107,123
45,163,57,151
50,157,106,147
47,150,110,106
54,172,107,122
44,196,90,105
36,158,71,105
27,188,58,132
21,199,55,104
45,186,103,148
25,199,115,131
50,186,103,106
24,157,119,150
21,168,71,137
46,151,76,172
18,157,114,164
43,180,100,96
30,157,101,141
41,192,65,118
29,165,65,173
18,156,62,109
49,169,100,88
40,185,66,142
57,168,72,176
50,167,94,122
28,160,98,120
32,176,90,155
26,150,73,134
23,167,59,128
35,190,86,139
59,172,76,110
27,191,115,172
36,196,69,161
58,193,54,99
43,189,68,106
33,157,94,107
56,180,62,83
22,199,107,146
58,167,50,97
18,166,82,174
45,163,95,103
30,190,115,129
24,161,111,82
20,187,104,94
40,170,75,104
28,153,85,103
52,188,57,163
56,190,94,159
39,193,52,138
27,181,94,173
48,181,78,171
32,155,114,104
21,192,117,121
50,188,103,87
56,165,91,92
34,193,111,171
21,177,63,141
48,191,56,124
22,195,93,115
42,165,70,145
50,175,97,163
35,154,64,115
49,190,115,179
37,196,63,125
45,157,79,89
43,156,72,81
50,188,108,113
33,193,82,121
48,159,104,89
24,158,113,98
18,194,82,100
42,195,89,148
59,154,66,82
47,169,96,133
25,165,89,92
33,176,67,143
48,172,96,163
27,193,55,84
19,171,71,157
28,190,72,146
46,169,100,92
46,194,93,103
50,151,73,85
55,178,70,97
30,199,111,145
36,175,86,141
23,171,91,148
40,152,104,173
51,153,68,92
19,183,98,160
55,192,102,118
30,180,70,116
52,197,84,167
34,164,85,98
52,166,59,110
50,168,116,100
45,171,110,125
39,178,90,105
49,153,77,99
28,163,118,124
53,199,65,140
24,154,79,136
57,165,102,157
36,189,103,167
37,160,62,97
45,192,65,107
49,190,52,125
56,190,91,146
56,160,86,100
34,190,118,107
30,158,105,147
43,163,88,143
31,174,78,165
19,192,70,82
23,165,95,172
45,171,72,125
53,168,91,109
55,198,89,150
21,197,85,171
29,196,101,107
30,189,82,170
32,176,116,89
22,179,114,166
27,179,80,177
25,153,96,87
26,153,118,125
35,161,117,166
46,153,101,113
32,194,59,177
26,177,104,115
44,161,84,147
21,183,114,129
25,167,69,116
47,192,71,131
47,159,63,174
54,164,63,81
50,190,110,109
26,198,78,114
50,187,63,128
56,161,96,163
20,172,112,81
58,195,108,83
36,157,70,171
39,155,92,80
59,194,113,152
53,160,115,159
23,158,102,178
44,178,52,98
45,193,112,138
28,180,95,89
21,155,110,150
51,166,68,172
26,173,92,150
55,160,118,103
28,175,89,142
31,190,117,154
27,160,68,97
24,186,85,142
32,172,62,154
36,155,66,119
43,192,95,87
46,158,83,171
41,166,87,88
44,151,84,113
19,178,112,166
35,194,94,179
54,160,85,116
36,154,103,151
53,158,58,130
57,178,65,101
22,196,52,162
54,165,117,122
51,152,61,138
42,199,110,115
33,151,117,130
45,178,103,122
57,160,104,170
20,197,52,166
23,165,101,107
49,193,98,139
20,184,82,161
45,183,78,160
46,153,100,127
33,182,79,157
40,191,116,129
23,188,50,175
49,187,96,102
54,160,117,115
39,175,98,135
34,173,68,103
19,163,76,161
41,156,92,122
55,180,55,164
20,157,104,137
41,155,79,123
24,191,71,176
58,161,99,149
34,152,113,83
25,160,62,99
24,191,83,179
23,156,110,175
27,154,70,151
59,158,103,152
35,173,88,150
21,195,96,100
58,198,118,163
54,185,113,106
59,156,84,87
50,193,77,100
52,160,57,120
18,168,102,165
51,152,72,139
35,161,54,146
37,196,92,126
33,159,83,178
38,167,111,149
49,165,72,155
52,167,87,123
25,182,54,128
35,154,64,177
20,183,60,147
50,166,58,140
58,197,77,158
30,168,64,88
56,184,110,168
36,171,113,155
56,183,85,113
35,187,103,163
54,190,72,137
30,157,108,140
46,178,89,169
36,193,109,96
56,152,75,120
33,156,75,146
53,185,87,130
33,158,90,167
35,199,103,100
30,192,108,128
39,154,97,98
55,183,92,86
44,192,89,121
27,181,107,149
56,188,117,115
55,165,105,141
48,166,77,132
22,153,100,133
43,153,119,162
21,150,85,88
57,181,84,112
54,190,70,144
19,192,105,128
19,161,72,174
44,159,57,158
48,164,63,115
52,161,101,139
23,199,100,146
19,169,118,129
39,161,87,128
54,183,103,152
26,159,91,140
26,176,118,117
25,196,102,93
57,193,116,149
22,178,54,132
18,189,80,157
21,164,102,82
22,166,70,146
28,161,98,143
48,154,106,160
40,169,67,149
37,171,61,114
22,185,84,145
35,173,85,151
25,177,92,126
20,169,110,166
44,197,66,108
35,166,101,95
44,190,104,128
24,165,113,129
54,155,84,146
40,189,109,103
41,192,55,177
18,172,55,81
42,198,56,117
33,171,71,97
22,198,116,156
47,189,55,98
38,196,79,120
43,178,96,142
23,190,54,89
27,155,107,169
52,155,80,107
34,179,83,172
40,169,101,167
36,180,72,119
53,161,54,90
27,173,91,157
19,198,54,149
18,171,57,116
43,165,81,154
22,170,86,131
37,162,79,97
51,155,78,124
57,179,64,128
20,190,82,142
41,150,116,129
56,160,77,122
24,178,76,87
36,180,75,85
32,166,112,146
48,180,72,137
57,167,50,158
38,194,51,103
31,179,51,137
32,152,94,166
34,199,90,152
26,162,72,106
50,198,92,156
41,172,68,152
30,198,104,115
58,175,85,105
33,164,58,85
28,197,112,132
55,182,87,175
49,156,57,82
40,190,63,97
53,176,101,84
35,180,99,117
39,192,106,111
51,165,75,170
21,166,108,82
30,199,63,90
32,158,85,102
40,178,78,110
48,154,117,136
47,180,85,97
36,175,103,118
23,152,105,126
33,189,73,87
48,193,89,111
57,169,69,172
41,194,72,175
58,178,52,108
36,155,105,159
33,160,55,174
45,151,79,153
40,162,102,113
29,189,88,175
54,193,87,127
29,194,102,126
21,157,114,101
46,185,80,90
24,189,70,131
32,157,104,102
43,174,81,136
32,184,103,156
55,172,73,83
52,190,86,82
34,183,90,125
58,188,112,129
42,151,63,89
53,196,52,89
28,189,60,146
30,157,85,161
20,195,113,147
42,164,102,176
58,189,56,134
32,176,65,177
59,166,92,105
30,190,108,123
41,174,57,105
33,198,110,154
58,186,79,164
39,182,109,81
48,188,99,95
24,173,104,117
28,177,112,115
55,155,117,120
38,176,108,125
54,153,70,122
47,176,96,149
34,191,51,100
40,183,50,101
55,199,115,106
46,188,84,159
54,192,95,81
50,151,110,132
53,183,94,152
46,182,61,175
42,169,84,132
46,152,117,83
49,161,50,128
56,152,61,179
30,184,86,91
44,192,117,134
37,160,74,152
57,196,51,117
33,197,116,178
50,188,80,112
50,152,58,130
24,153,100,156
35,189,86,129
27,153,117,128
20,155,68,173
36,194,55,150
28,173,78,147
20,166,105,122
32,186,64,165
22,199,119,108
20,167,101,91
56,192,76,106
18,182,62,89
35,183,95,131
44,165,63,173
31,160,92,164
20,178,113,168
54,197,119,123
26,195,116,88
58,185,97,102
19,158,96,138
37,167,93,105
26,173,85,147
36,180,59,162
38,172,93,98
48,194,109,92
40,189,63,150
49,178,84,117
24,154,72,165
31,177,105,149
21,177,89,168
26,166,92,177
49,150,70,105
44,152,96,91
31,186,95,160
26,164,111,163
50,198,74,126
34,174,68,122
41,154,86,161
31,163,96,134
44,179,70,126
51,166,67,106
42,150,78,80
48,163,59,145
50,161,95,129
52,155,96,170
18,162,110,113
47,166,104,90
37,155,62,123
59,197,117,134
33,166,63,117
37,175,59,106
46,152,62,160
36,195,100,96
58,162,84,104
50,195,84,163
35,197,108,102
36,183,94,87
20,179,85,144
56,185,77,118
21,190,81,164
21,182,101,131
51,161,104,84
22,190,89,150
48,169,101,170
43,192,115,171
19,174,91,81
30,174,109,163
56,163,50,86
59,182,66,155
57,188,84,169
27,161,116,171
42,191,56,95
42,197,76,140
19,158,107,84
45,191,54,139
45,175,77,145
57,150,56,94
39,150,89,88
21,150,115,165
20,158,75,89
45,155,93,133
52,174,84,87
36,193,75,99
35,191,66,98
44,193,83,87
27,162,97,123
20,153,114,109
19,198,101,99
34,152,64,138
42,168,105,178
46,186,114,164
21,197,96,174
59,168,50,87
39,174,80,137
23,151,87,143
36,194,80,120
48,181,118,91
32,159,82,123
26,150,95,150
32,181,88,156
47,179,90,135
38,177,94,124
55,186,66,116
59,184,61,125
56,152,65,155
36,153,66,133
46,179,54,83
41,161,97,171
44,187,77,100
30,169,114,107
26,155,70,105
40,168,84,146
35,175,56,136
26,186,80,172
32,173,79,136
20,196,73,167
21,155,98,178
49,156,106,165
35,172,64,139
54,197,86,141
50,167,57,106
19,170,61,114
25,181,101,120
21,175,116,126
19,168,65,154
53,151,98,96
48,161,87,98
29,159,72,121
26,169,89,82
51,158,116,112
26,191,62,80
22,153,99,161
30,185,83,167
56,164,71,108
40,184,117,170
22,156,84,110
21,155,112,93
31,191,83,166
49,199,72,173
56,191,70,87
37,194,52,138
56,168,89,149
44,181,73,131
45,173,111,144
18,161,102,127
46,163,67,139
55,157,116,100
57,157,57,85
38,189,52,90
30,156,76,166
51,179,75,124
41,156,83,102
34,196,89,142
19,171,100,102
53,160,113,99
25,178,59,167
18,164,81,141
29,162,94,157
31,183,59,123
30,167,81,177
23,190,106,109
44,161,117,137
35,180,64,147
48,167,75,130
35,173,102,167
59,153,92,119
22,191,79,120
26,176,105,103
33,191,58,91
29,163,54,151
29,177,89,153
50,189,52,104
28,158,101,138
27,152,101,176
45,186,65,156
21,159,95,152
45,196,60,92
52,186,56,144
47,188,73,87
47,168,50,91
49,150,94,167
33,167,52,116
30,184,98,126
50,152,63,89
46,190,78,128
38,183,61,88
54,199,91,97
51,171,86,110
21,180,56,130
35,184,108,115
34,191,110,164
24,168,110,161
40,188,61,106
40,193,57,139
25,171,66,146
21,157,104,136
53,185,69,133
31,155,117,119
25,179,87,86
27,168,83,174
35,154,115,139
58,179,116,125
59,159,89,160
21,192,64,158
31,167,111,155
56,174,50,173
53,195,112,80
32,194,73,91
35,156,86,103
59,150,104,176
40,152,106,106
46,196,77,150
33,171,112,145
26,156,53,138
59,198,73,153
22,170,67,89
50,186,73,173
51,181,119,127
27,169,117,122
43,168,57,172
56,184,67,127
43,197,85,139
58,166,88,176
32,170,115,161
51,182,75,80
24,192,72,131
22,196,53,140
52,198,92,152
25,150,54,145
26,159,56,108
45,198,69,129
24,172,114,122
24,177,78,95
24,159,68,86
53,170,95,106
45,194,82,162
28,160,76,82
24,188,114,161
54,174,65,90
54,167,108,89
49,162,111,166
55,198,70,118
54,153,117,115
57,162,94,112
21,190,118,93
19,163,55,137
51,161,98,177
32,195,93,154
36,163,66,132
53,154,58,128
23,192,61,140
32,186,68,99
35,178,59,136
24,168,87,101
46,191,92,84
26,183,110,172
48,183,108,146
36,150,74,152
57,155,119,87
38,185,94,103
44,168,83,137
56,198,66,161
29,165,102,165
25,182,102,146
50,193,95,110
22,160,116,101
45,173,66,152
49,151,54,105
20,196,116,124
51,176,66,103
24,195,94,87
34,166,116,175
41,156,61,141
50,190,106,93
26,179,82,171
35,179,90,144
38,171,86,153
43,199,54,113
30,161,66,90
46,198,93,142
52,163,64,149
23,184,57,115
55,163,111,144
37,180,81,145
41,161,59,163
40,150,81,96
49,177,95,127
55,180,94,133
30,152,86,171
32,163,76,158
59,183,85,95
22,170,112,121
23,158,73,113
23,196,52,109
40,162,101,148
32,175,56,117
46,175,54,152
43,168,94,89
56,154,55,83
18,158,63,106
40,185,95,168
52,188,91,87
30,196,79,174
59,174,66,114
19,153,97,101
44,159,93,120
44,157,96,161
38,186,99,170
59,175,105,174
22,175,117,179
33,198,70,141
41,150,52,99
44,181,56,102
59,160,60,125
55,165,54,152
30,166,117,117
59,175,87,125
34,166,104,108
27,180,84,92
46,196,78,81
25,196,80,110
26,173,93,172
54,171,56,90
40,184,111,119
37,196,54,110
43,179,62,163
18,158,65,163
44,161,101,124
36,193,87,123
38,166,69,121
53,189,87,120
56,167,71,121
20,192,81,119
19,152,56,99
18,158,106,87
25,153,50,121
49,153,58,178
40,180,53,135
44,156,56,106
18,160,116,140
57,187,101,148
25,157,115,114
58,177,74,127
52,172,58,177
27,154,113,157
35,194,59,173
46,177,80,111
25,190,112,120
34,179,69,149
40,195,111,136
21,175,102,129
49,197,78,131
32,157,76,106
38,197,57,178
29,150,89,114
38,187,61,126
33,173,53,106
30,158,69,168
30,161,118,159
21,162,84,114
50,157,93,163
30,187,60,159
37,189,64,155
24,181,85,114
20,197,111,81
18,160,99,156
43,150,119,89
40,183,66,82
55,181,53,161
36,158,56,88
56,193,83,124
42,165,115,86
51,154,73,146
34,173,69,99
18,161,50,151
50,173,70,110
59,160,116,114
55,157,98,107
18,170,92,96
32,183,79,123
40,168,109,168
30,155,66,100
39,159,58,92
56,175,50,99
34,154,93,85
54,194,88,141
34,185,74,154
28,189,105,174
22,176,68,149
28,197,57,141
44,175,114,93
20,173,113,137
34,172,116,139
28,198,83,105
59,174,98,102
21,184,71,98
53,194,108,105
21,182,75,135
18,174,102,103
25,199,58,138
43,168,106,178
44,163,100,105
57,199,96,98
44,195,57,175
57,171,65,151
55,186,93,131
47,161,109,130
44,155,109,155
56,197,60,125
41,174,112,97
32,151,102,88
49,198,109,83
27,171,61,82
35,196,72,109
44,195,76,171
58,191,85,156
40,170,114,137
47,166,94,90
33,197,87,136
59,172,103,150
58,151,119,82
27,181,107,91
28,194,107,167
56,178,119,159
25,199,70,146
53,168,55,98
55,198,72,136
24,161,109,137
37,170,119,109
32,198,100,142
57,183,100,174
49,166,105,150
36,195,56,141
30,152,108,128
49,195,105,136
23,160,76,94
38,163,107,169
30,163,88,172
54,182,104,169
48,198,106,158
20,194,85,85
44,175,95,102
44,153,96,162
43,186,104,96
52,193,51,152
40,173,74,143
39,164,113,122
48,167,109,178
32,194,106,144
21,174,85,99
33,169,61,142
27,166,84,166
57,150,57,103
35,192,68,128
23,170,64,114
26,161,66,133
24,178,51,169
42,195,74,82
50,191,62,143
35,177,85,172
58,150,80,179
36,199,85,106
19,171,87,163
36,186,88,149
21,188,96,160
34,164,63,102
37,161,112,149
55,187,53,138
44,150,57,144
43,197,67,83
46,169,66,135
41,195,60,175
19,192,86,162
19,189,116,162
59,164,102,97
47,162,62,167
27,157,69,127
38,169,93,96
44,158,86,149
34,169,85,150
23,165,82,101
53,151,69,130
49,178,110,107
33,154,59,167
35,196,114,82
59,186,103,96
40,162,101,115
48,174,56,133
35,184,92,175
52,165,80,164
39,192,69,155
56,169,101,130
59,190,97,95
21,173,96,170
49,172,91,105
35,197,114,175
50,194,54,92
28,167,96,89
37,168,102,126
46,176,99,106
36,157,56,154
45,178,74,96
31,166,107,105
47,151,114,106
53,174,50,146
59,192,93,156
44,163,104,160
59,154,101,159
33,184,114,109
51,169,107,89
35,155,76,90
56,184,91,147
32,151,96,105
22,179,82,86
37,165,62,160
48,183,75,144
34,170,74,104
53,199,82,88
34,182,117,140
38,167,111,147
44,170,53,105
24,198,68,133
19,154,103,170
20,171,99,84
34,168,61,173
59,182,53,104
54,179,62,154
45,168,57,120
20,173,79,135
28,150,92,111
58,175,53,139
27,157,91,176
52,153,73,90
39,177,52,145
21,180,66,127
49,173,85,117
42,173,72,161
18,152,102,155
24,154,93,163
37,155,85,130
28,171,85,93
27,193,115,105
47,159,56,173
35,186,63,89
44,183,111,170
37,190,77,110
58,174,62,167
29,157,61,165
37,164,86,135
30,158,89,85
40,163,93,163
29,199,91,127
24,160,61,174
35,169,54,134
41,176,84,174
27,150,78,142
55,185,114,98
56,183,57,159
50,162,87,111
41,167,118,100
51,158,66,107
27,194,98,116
51,182,113,81
24,189,79,144
44,164,70,125
46,186,72,168
48,171,114,156
23,151,76,128
49,180,101,147
27,194,81,143
52,156,65,88
42,151,63,90
56,184,52,120
31,165,72,126
31,158,84,167
40,193,51,130
49,175,111,155
28,159,107,80
25,158,56,112
38,195,94,101
31,159,58,115
59,184,90,110
44,193,60,126
20,191,108,145
56,158,80,109
50,166,56,134
19,177,81,85
44,177,110,85
32,164,58,160
19,152,81,81
54,160,88,141
22,158,109,84
40,185,80,134
35,164,50,137
24,175,79,150
18,150,116,97
21,152,97,88
40,168,119,175
30,167,74,115
19,198,100,156
22,164,56,121
30,188,111,172
48,173,69,82
41,154,60,114
19,166,61,105
36,174,91,102
18,187,101,156
53,176,86,121
51,176,83,150
20,153,55,81
31,153,74,81
19,156,94,138
54,192,72,130
23,178,104,175
32,184,113,86
55,192,104,165
25,195,92,167
41,179,69,97
46,156,90,121
31,196,85,164
33,169,65,117
59,150,108,153
34,182,78,108
18,182,56,102
18,177,100,140
46,170,98,172
22,199,105,132
52,168,67,141
44,190,98,132
50,193,79,102
39,185,63,160
27,167,104,109
21,181,96,153
20,193,65,155
32,155,116,178
55,172,56,118
47,194,50,144
46,179,91,126
26,165,104,151
49,153,115,143
24,193,86,162
49,171,52,172
44,171,97,123
45,163,108,150
49,174,87,92
22,159,59,155
20,166,115,91
21,195,74,146
47,160,86,139
52,157,83,179
35,155,114,91
30,181,108,140
40,168,58,176
22,199,73,153
58,162,94,139
41,194,88,154
51,195,53,80
44,151,60,157
29,198,99,161
42,195,67,134
30,189,98,172
31,174,92,171
40,155,111,129
38,167,73,115
29,192,78,157
26,172,99,117
39,181,59,157
40,195,108,116
55,192,95,164
33,199,117,123
52,184,54,90
41,194,108,159
19,193,54,97
32,175,66,136
31,152,103,87
55,198,116,131
50,183,111,158
29,157,75,166
51,159,79,101
49,177,100,100
46,187,56,118
32,159,99,132
37,153,53,98
49,160,69,117
37,196,55,90
28,176,73,133
18,154,119,169
51,175,90,99
24,161,104,118
35,179,116,126
41,156,78,149
30,157,76,167
29,155,88,81
41,182,53,136
56,193,106,148
55,166,102,147
57,194,90,129
44,164,93,154
38,157,80,142
44,160,67,109
46,153,80,80
32,173,56,159
53,188,83,111
29,151,100,164
23,190,62,100
54,188,54,99
40,185,67,164
44,164,56,142
22,167,115,161
22,169,112,104
54,157,88,178
23,173,80,87
56,188,116,142
35,180,71,110
29,166,70,152
50,151,104,167
40,154,76,87
19,166,86,120
29,188,76,81
42,154,106,83
23,170,71,154
44,181,91,137
30,160,62,146
45,152,50,130
26,152,71,179
42,154,119,89
55,160,117,156
25,152,78,176
28,159,110,103
26,195,98,144
41,194,80,127
36,173,96,87
44,192,64,172
24,160,116,143
25,190,66,128
58,157,97,179
39,184,91,98
47,160,80,86
42,197,65,149
57,177,53,161
55,187,115,136
51,153,95,159
59,156,57,120
41,173,82,152
20,191,84,140
32,189,107,111
45,198,105,146
52,189,108,176
25,154,99,123
57,176,83,145
26,158,86,114
55,153,99,166
33,170,93,88
37,186,54,143
35,179,68,163
29,162,98,123
49,171,54,131
23,178,92,120
19,164,79,104
43,198,119,177
29,182,98,131
52,156,116,148
29,166,91,137
51,180,110,112
47,178,70,124
33,182,79,141
46,172,74,171
47,187,111,176
35,151,51,109
28,175,89,102
35,173,107,106
37,183,92,118
40,175,78,131
50,181,107,94
34,174,65,153
50,171,67,172
44,174,114,128
45,179,65,112
42,151,117,149
54,180,111,105
47,164,107,101
59,170,82,174
43,155,109,115
33,169,90,95
20,183,119,122
40,198,50,85
33,180,105,101
29,184,90,157
18,163,65,155
56,163,92,147
40,198,107,96
21,158,117,172
42,155,96,99
28,175,116,104
59,195,78,179
25,173,97,103
48,167,54,102
41,163,82,94
53,196,62,171
18,192,82,113
55,198,51,157
47,174,116,141
21,164,73,157
57,162,88,143
32,178,79,123
26,181,66,81
54,163,93,150
26,175,112,134
24,156,92,136
44,191,102,114
55,166,101,162
49,165,83,164
53,155,102,89
39,171,106,172
56,164,108,176
38,166,57,102
31,196,96,176
32,191,62,102
28,168,95,111
25,198,103,177
37,186,94,155
46,183,110,157
48,150,70,103
39,180,79,80
48,158,53,127
34,162,56,178
21,163,102,126
33,192,111,160
54,164,88,121
29,151,101,134
41,167,115,156
49,155,51,141
26,173,83,136
47,163,56,145
47,164,82,133
55,156,102,163
36,160,64,109
24,185,117,92
20,195,105,161
42,187,86,157
27,186,71,173
28,182,84,161
45,163,112,121
55,167,85,146
22,183,75,168
21,150,117,159
39,164,77,150
35,159,51,84
30,151,87,93
29,182,78,84
25,166,104,136
49,176,73,114
30,181,114,145
50,191,79,145
39,183,111,113
42,190,88,127
26,190,57,146
19,150,101,114
46,161,114,121
42,163,79,115
34,197,73,171
53,155,61,99
46,159,62,152
23,184,63,143
20,199,94,97
58,179,103,111
50,196,70,93
36,169,101,92
38,195,81,176
34,166,59,130
51,185,114,151
54,185,51,110
34,164,96,147
30,195,66,175
39,163,76,97
28,169,114,143
21,158,93,107
53,181,110,102
21,156,99,119
33,193,107,117
34,179,109,146
49,181,110,104
46,180,105,127
44,157,100,156
49,196,57,92
44,192,113,170
27,184,109,140
18,199,75,111
48,185,106,157
53,159,91,151
22,190,119,144
44,190,93,179
39,152,59,143
55,189,55,160
27,199,64,137
51,162,58,91
45,151,100,122
57,151,97,114
23,186,61,80
54,178,118,109
38,199,59,129
35,188,54,127
29,194,52,110
29,193,105,173
26,192,98,154
30,186,110,141
40,183,106,127
19,192,73,133
34,182,52,101
27,173,116,85
26,177,85,164
20,157,117,179
37,179,119,95
44,164,111,145
49,162,63,151
21,152,56,137
25,170,112,140
46,184,94,153
56,170,71,163
56,152,69,174
19,179,60,178
54,159,116,158
51,165,92,98
38,172,65,173
38,162,119,150
23,194,105,177
49,170,83,150
29,197,87,132
46,158,97,177
30,166,87,151
29,160,75,88
22,187,107,117
40,195,58,132
23,180,65,88
54,184,70,142
58,172,119,81
56,160,88,158
26,172,119,152
30,194,99,151
32,187,91,89
49,174,90,167
50,180,82,170
25,171,116,109
34,197,66,127
47,196,67,172
41,197,91,155
19,184,72,114
31,165,109,90
33,156,62,129
40,154,92,130
29,188,64,80
35,172,52,108
47,190,72,84
52,164,100,120
38,162,62,179
44,192,51,97
22,194,51,105
49,195,91,110
34,189,83,142
46,194,51,165
33,165,84,159
25,177,104,101
37,158,91,176
59,189,59,100
44,172,76,163
42,156,116,121
56,157,87,96
29,159,50,84
39,197,65,124
31,166,99,132
22,167,62,83
47,173,72,100
32,186,85,105
24,152,83,171
59,174,71,109
34,180,60,166
55,172,117,172
40,199,100,108
38,154,67,84
24,185,66,99
32,199,77,84
54,150,119,94
30,158,102,177
18,157,71,93
53,194,105,169
43,156,64,138
47,166,85,133
25,160,87,147
46,155,52,172
58,151,62,82
32,179,93,173
31,161,56,108
39,195,63,163
32,170,105,143
43,161,103,89
37,187,96,99
28,191,101,116
59,164,72,102
49,172,54,149
41,172,85,94
48,160,58,176
31,185,82,112
58,175,73,122
55,185,87,88
43,189,51,138
33,188,51,178
25,187,102,173
47,179,101,174
56,181,70,85
47,157,116,177
20,166,62,88
50,199,110,115
29,194,52,144
44,171,118,151
24,187,56,117
43,171,117,91
23,163,55,150
57,178,114,101
43,161,78,131
46,187,95,161
23,198,113,153
46,174,106,102
53,153,88,175
50,162,118,141
52,196,106,86
56,164,68,93
34,162,97,112
35,150,77,138
58,153,64,163
24,172,93,91
27,182,98,118
21,184,110,150
23,165,103,121
36,199,52,147
28,177,112,126
32,199,74,135
57,177,110,175
29,175,56,153
34,152,64,112
50,181,73,85
26,153,101,108
28,192,52,105
58,151,118,143
33,162,53,91
58,158,60,160
21,185,73,108
53,180,116,156
39,157,82,119
44,151,61,124
59,170,69,80
37,195,99,178
58,150,117,82
20,185,113,103
39,187,111,161
39,179,61,142
33,192,77,107
19,174,110,137
