age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps
22,92,161.5,134,58.9,83,3116
28,50.9,150,106,44.1,78,9750
29,52.5,185.8,84,42.6,82,15580
27,78.6,158.6,62,57.2,52,15932
25,91,155.2,104,57.1,65,12932
41,66.3,161.9,173,59.8,65,15246
45,67.5,169,111,46.5,80,11340
58,79.8,173.8,155,40.3,61,8380
53,63.7,152.2,175,37.2,60,16988
54,51.3,198.5,158,31,59,17833
38,86.8,185.8,155,51.8,59,11332
25,81.3,166.2,93,37,84,7655
26,79,165.9,160,48.2,61,4448
32,87.1,172.4,175,57.5,45,16185
57,83.8,181.3,128,58.5,57,19211
35,60.3,157.3,168,30.1,82,3203
59,67.6,159.4,151,39.5,54,8619
37,56.3,193,151,55.1,77,8798
23,56.5,162.8,67,46.1,70,19228
29,83.8,169,86,54.2,56,4971
19,92.9,193.6,139,55.6,63,3268
24,98.1,183.2,122,43.3,59,17952
33,81.4,167.1,141,40.8,49,6744
20,59.2,184.2,84,43.7,46,9735
20,55.3,151,117,49.6,58,16548
44,90.6,186.8,107,41,73,11821
57,78.9,174.4,60,53.2,45,5530
55,80.9,190.7,67,57.1,57,7085
50,89.1,197.7,80,38.5,76,10995
45,85.2,196.3,157,58.9,78,4264
18,91.7,195.5,147,48.7,58,2019
25,52.8,175.6,160,56.3,82,14962
54,87.4,168,149,33.1,82,9296
49,92.5,173.3,170,37.5,59,18333
54,64.3,184.5,137,39.6,83,10748
21,82,194.2,88,39.1,50,13755
47,65.7,160.3,89,35.2,73,4725
23,97.9,195.9,62,56,81,15025
36,51.7,190.8,66,42.6,63,6887
49,79,198.9,159,58.9,45,15658
26,58.3,194,70,47.5,65,18580
29,85.6,164,91,34.2,83,7226
28,58.8,155.3,118,46.4,62,4828
33,61.8,155.6,71,59.8,71,15031
18,74.7,164.6,138,47,72,5988
38,95.7,180.7,97,30.1,52,16239
47,60.6,190.2,83,58,75,5278
30,57.2,195,124,37,56,8470
51,87.9,181.2,77,50.7,50,14766
21,75,150.3,105,45.5,70,6761
45,95.6,159.3,115,39.8,60,3387
55,57.3,155,122,38.5,74,19025
48,82.3,168.2,66,57.9,63,17146
44,61.6,175.1,165,57.4,62,9210
22,57.8,152.2,164,45.4,68,2574
42,84.2,167.4,125,37.8,64,11913
20,79.7,159,99,33.1,51,11210
50,87.7,182.4,113,34.7,51,9796
21,65.5,173.2,90,45.7,60,13612
42,72.4,174.8,156,39.2,58,3456
37,70.3,171.4,111,31.3,56,3595
51,99.2,197.8,153,43.7,73,9986
43,64.6,160.7,90,52.4,59,15146
22,64.7,175.8,93,56.8,52,12042
52,67.7,186.8,66,47.6,83,2831
45,78.2,177.8,148,51.7,53,12973
46,62.6,196.5,75,40.9,72,12763
26,95.8,168.9,81,44.9,71,10488
55,63.3,173.2,159,51.9,51,8760
23,94.8,154.4,112,51.8,58,10910
36,55.2,180.4,150,42.7,55,7694
28,82.8,164.4,76,46.3,76,2010
19,95.3,158,63,57.7,72,6880
26,58.4,177.2,120,49,50,18794
38,98.4,176.6,158,49.3,79,12846
41,72.6,153.8,164,53.5,50,16490
51,97.3,184.9,145,33.5,68,15517
39,83.8,181.2,170,45.7,53,18982
20,65.1,159.5,111,58.8,46,19207
29,59.4,173.5,94,40.8,82,12589
45,65.2,186,103,38.8,58,7217
47,54.7,176.5,74,48,75,9086
43,57.2,169.8,120,36.6,74,14306
38,55.2,166.1,175,46.7,71,2312
45,71.1,180.5,163,34.7,80,13166
43,89.8,197,103,47.4,75,8671
50,57.1,183.6,80,48.1,50,13930
38,56.5,153.7,136,42.6,62,4492
52,82.2,173,106,41.5,58,12137
51,59.9,194.5,134,37.4,64,18614
58,54.9,154.7,108,39.9,55,12864
35,58.3,199.4,112,45,81,17346
28,96.2,197.5,179,37.4,84,17224
40,91.1,153.9,86,53.5,48,16694
39,67.7,196.7,90,51.3,50,13646
34,82.8,168.2,103,38.1,67,13775
22,76.9,192.2,91,32.9,52,2043
28,83.9,170.9,175,30,74,9532
47,84.1,172,89,47.9,80,7384
32,81.4,181.7,77,36.3,55,7615
44,63.3,188.7,122,30.4,49,4995
52,52,151.7,75,40.8,47,15108
50,72.8,179.7,94,58.9,59,16407
37,94.5,159.3,121,50.7,46,13559
33,78.5,167.3,68,55.7,46,12534
51,91.6,167.4,121,34.3,52,6341
19,99.6,173.5,98,32.2,74,11831
52,58.2,166.7,110,30.3,49,2616
57,84.6,155.4,160,58.7,74,2239
45,83.7,157.3,174,39,54,8052
56,99,151.7,69,43.8,77,8454
23,99.3,173.5,111,41.8,68,12048
26,84.3,197.7,71,51.9,63,11114
37,62.2,155.8,131,39.3,74,19196
18,89.9,197.3,121,46.1,69,6999
25,55.4,186.7,62,59.9,55,3730
40,89,181.9,142,43.3,79,5424
20,95.5,182.3,70,46.5,45,8062
21,69.1,191.3,67,45.1,61,4207
42,81.5,155.3,149,54.1,75,15031
55,71.5,175.2,168,38,50,15867
32,71.9,184.9,82,35.1,57,5368
38,65.5,179.3,178,52.6,70,4227
52,88.1,191.6,69,42.5,80,17754
31,96.8,153.6,77,57.4,49,12452
53,97,184.5,135,49.3,58,14817
29,58.7,176.7,98,46.9,59,15706
34,93.7,169,85,32.1,56,16362
56,86.9,167,70,51.9,52,15226
26,62.6,181,69,50.6,75,13109
52,53.4,194.5,62,49.2,70,13712
30,63.4,174.8,121,38,73,2188
32,95.6,191.2,130,58.4,48,11414
35,81.7,170.1,120,39.6,72,7221
50,86.1,155.1,63,34.6,69,10670
23,62.9,153.1,120,59.6,84,8746
44,86,152.6,163,52.4,76,16331
40,51.4,169,67,42.4,80,13254
44,68.8,166.9,161,58.1,55,12217
51,81.3,185.9,72,32.7,81,17583
55,57.3,187.1,71,32.6,54,6612
31,91.2,152.5,94,50.5,82,3550
53,61.8,161.1,161,35.3,80,17800
25,82.6,163.7,113,57.5,71,16565
52,70.3,177.4,110,55.2,61,7233
36,79.8,157.2,102,39.2,51,13447
47,55.4,156.7,159,56.7,53,16036
31,50.8,197.2,170,31.3,79,12998
37,95.5,190.2,125,46.5,53,2033
42,63.5,159,74,58.1,80,13971
57,91,170.3,108,55.7,74,3429
41,100,167.8,93,40.7,75,12381
31,60.6,189.6,98,35.5,63,3987
43,63.3,175.5,85,36.3,67,17260
55,83.1,156.4,171,45.4,64,12969
40,98.3,186.9,128,47.9,50,13889
39,95.8,169.8,107,31,68,18246
36,75.1,163.1,148,42.4,66,17709
20,89.8,168.8,110,54.9,50,3547
59,56.8,174.9,157,43.3,68,18846
36,98.9,167.2,170,35.1,66,13507
26,98.2,162.1,63,58.6,62,2513
45,58.2,169.9,157,38,60,14288
37,65,151,86,54,80,15550
24,55,188.6,178,35.8,57,7174
31,63.6,158.5,101,42.7,81,5566
26,90.8,152.2,177,44.7,68,5938
36,68.9,182.7,115,45,63,3471
31,54.4,188.7,152,45.5,64,18721
55,67.1,190.7,128,36.7,71,9051
53,99.1,174.7,77,45.5,61,9444
57,81.5,160.3,120,44.5,60,5412
34,70.8,186.9,63,36.3,45,4392
47,58.3,185,60,59.6,65,17729
26,99.3,162.3,109,56,71,2976
50,91,195.2,143,56.6,45,12437
42,64.1,155.2,129,50.6,74,6068
31,53.5,199.1,79,34.8,64,11895
28,52.8,193,79,47,68,19255
52,56,184.4,105,54.6,46,5409
58,79,196.9,86,31.2,59,14744
31,96.4,186.1,85,44.9,73,3549
47,74.8,159.5,91,41.9,79,17085
58,92.1,172.1,69,36.4,57,13699
21,72.3,153.6,141,41.3,63,16736
21,85.4,169.5,164,59.5,45,4621
45,86.6,187.1,71,51.7,60,4529
25,58.7,169.3,133,39,47,12349
19,68.1,166.5,147,48.2,84,16741
58,81.9,179.8,83,37.4,50,10351
39,53.5,193.6,176,48.3,75,12294
58,68.1,152.4,110,56.9,49,13000
33,76.7,169.3,97,46.7,70,12191
46,99.8,157.9,105,52,72,8399
47,73.7,184.8,148,43.6,59,4581
29,90.8,155.3,67,45.7,53,15926
52,71.6,183.2,114,50.9,66,17168
28,89.8,164.3,137,54.4,81,6328
38,79.8,159.9,166,49.8,65,8823
38,94.3,196.8,90,59.3,73,5747
22,70.5,150.9,147,54.6,70,3459
37,80.2,171.9,75,53.3,50,6430
54,81.5,151.1,79,55.4,55,9331
20,70.9,174.2,97,38.4,80,13180
50,57.2,175.1,170,43,64,10963
26,54.7,166.1,74,46.9,64,19495
26,50.8,156.6,137,43.9,71,13503
21,93.7,168.8,176,55.4,50,14598
52,61.8,183.6,135,30.8,77,11786
34,60.6,189.1,93,36.3,74,12921
51,86.8,176.5,131,56.5,78,11473
41,66,179.5,78,31.8,49,16464
49,75.3,160,169,36.8,60,13020
18,58.1,164.4,128,40.5,56,4373
25,98,158.1,179,52.5,56,16352
40,92.6,162.5,150,46.8,55,17344
57,93.2,161.2,122,58.6,65,10533
29,70.3,176,164,36.8,51,15125
29,88.1,178.1,136,56.2,78,6723
32,57.2,197.2,91,38.5,73,11464
58,50.4,159.8,154,37.4,50,2709
36,51,182.1,164,45,80,8992
43,79.3,190.9,169,32.1,78,2738
46,72.8,178,96,41.5,52,15233
39,75.9,162.8,125,40.7,81,16692
57,50.4,163.1,66,34.8,54,6590
38,71.1,152,107,55.8,60,15718
55,85.9,165.3,70,41.6,46,5718
37,72.1,187.2,134,59.5,63,15105
46,86.6,152.4,146,57,51,10201
21,61.7,161,90,35.8,46,7081
24,90.7,185.3,103,45.2,67,18054
45,79.4,189.1,104,48.1,75,11929
45,60.5,172.8,131,54.6,48,19942
21,61.8,184.9,115,56.6,60,6545
39,81.4,169.4,91,48.7,54,7339
29,91.5,158,171,31.1,65,17353
20,70.8,169.9,80,44.4,72,6302
39,62.9,179,90,56.5,56,3809
19,93.4,197.4,60,51.4,57,7830
41,83.5,153.4,136,56.1,84,18156
51,72.4,175.4,70,50.2,61,17869
44,74.4,166.4,152,31.3,62,4130
58,60.2,175.4,127,59,54,6412
18,81.3,151.2,95,57.5,72,12884
25,67.9,165.7,138,33.8,57,4796
40,99.8,191,118,33.4,78,16007
55,74,177.7,126,46.2,50,16965
23,74.3,172.5,115,52.7,56,8745
39,78.3,164.3,110,41.5,73,14887
42,95.8,164.9,88,34.1,57,7202
35,90,169.2,144,45.3,70,3555
34,72.6,191.8,61,40.1,48,13882
29,85.9,198.4,65,40.6,59,13764
23,79.3,171.9,90,49.3,60,6443
43,74.6,169.7,113,56.6,63,15583
44,59.6,192.3,147,46.8,70,10522
25,73.2,171.3,99,50.6,76,12136
36,62.3,177.6,76,49.8,50,11876
59,95.7,161.5,64,46.5,50,2746
18,66.8,187.2,61,39.3,49,4184
46,97.6,176.6,117,41.3,46,16052
52,76.7,190.5,71,39.5,46,11576
57,81.6,189,64,57.5,81,11210
31,77.1,160.8,165,54.8,47,17079
52,56.5,185.8,119,47.4,50,9148
37,68.8,190,100,57.4,75,14855
30,55,167.3,79,56.6,49,17473
55,81.1,158.6,131,57.8,54,11734
25,72.3,150.1,60,36.7,71,16219
37,88.9,172.5,115,51.5,68,13238
50,61,167.6,129,48.3,66,16357
43,58.2,177.7,115,52,69,9197
56,70.3,159.4,113,37.9,47,3702
38,96.3,193,70,50.8,60,7529
59,85.5,162.9,62,42.3,74,9216
58,70.9,161.3,154,55,48,14612
26,75.9,174,87,53.9,84,9655
41,54.2,174.9,170,36.3,60,7417
54,99.2,160.8,166,35.5,84,18133
58,83.3,163.6,179,51.5,52,8324
34,64.3,158.5,64,46.5,68,10313
41,79.3,185.9,149,46.7,60,16459
38,55.5,188.5,75,52.6,71,18649
56,98.3,173.1,176,55.6,46,18815
58,58.7,185.7,90,37.2,64,6974
56,82.4,186.8,87,46.7,64,14723
30,62.3,156.9,66,54.9,64,17473
28,85.9,198.3,161,56.2,63,3085
36,88.8,191.1,68,38.6,62,17771
28,83.7,160.2,98,33.1,57,10292
30,80.7,159.3,158,37,61,12346
18,94.6,156.3,102,58.4,77,9202
57,53.9,156.9,86,43.9,72,15174
36,66.5,187.4,135,42.6,49,19183
29,62.4,173.5,176,30.4,72,7611
25,99.4,189.1,148,31.5,69,16191
25,69.5,187.3,166,50.1,64,7263
29,86.6,180.2,152,47.7,65,10626
50,84.2,184.3,154,47.3,57,13996
43,60.6,150.9,157,33.3,50,12805
56,61.9,165.6,92,40.6,73,11107
45,64.1,181.9,150,54.4,53,12467
22,70.6,150.5,115,35.2,73,10839
25,61.7,151.6,179,56.5,82,14270
42,51,192.6,61,33.6,45,19815
44,94,184.2,73,35.1,74,15887
40,98.3,163.3,72,44.3,76,4361
47,67.1,184.4,83,58.4,67,14324
40,66.9,189.6,128,39.9,83,2723
37,50.4,165.3,93,49.7,54,3547
35,84,151.8,178,47.7,65,10275
35,91.3,196.6,146,34.5,70,15405
19,57.3,167.3,78,37.4,59,3365
21,58,155.3,89,57.9,61,15659
47,89.5,174.6,108,35.5,79,5853
50,80.8,188.4,102,50.9,69,6682
53,52.2,161.1,75,58.9,59,13391
35,81.1,163.5,111,33.6,77,7960
54,65.4,162.1,173,42,55,17464
36,68.4,199.6,175,36.7,68,14286
45,88.5,159.9,163,36.6,50,3567
57,90.5,178.8,157,33.6,72,6191
37,70,196.3,108,49.5,73,11718
50,97.4,157.3,70,52.4,65,7135
29,70.3,198.5,137,50.3,56,8751
32,88.6,197.4,171,57.7,66,10209
58,74.2,194.2,106,34.4,71,13672
56,94.9,160.7,138,39.6,65,9174
19,95.4,181.7,94,40.3,59,10061
46,54.4,188,130,37,62,15265
58,96.8,199.3,88,34.3,54,2878
27,91.3,159,167,44.6,66,10785
19,89.6,188.3,113,55,64,14930
28,60,166.9,145,58.6,63,8272
30,90.3,158.8,82,33.9,72,14742
27,92.5,171.1,83,54.7,81,19993
31,64.5,189.7,158,54.7,45,8714
35,97.6,173.2,174,41.7,78,7109
26,52.5,176.9,69,33.3,79,14749
56,57.5,199.8,120,59.7,70,17888
45,76.9,170,67,49.7,74,4136
20,78.8,180.8,107,59.5,56,18020
37,82.3,168.3,171,44.5,58,8966
23,50.8,169.6,135,41.9,83,4053
44,98,184.8,152,37.4,48,9763
19,52.2,196.9,88,59.5,56,15232
46,57.2,177.1,146,37.6,68,2083
55,50.7,188.4,85,30.7,84,18025
20,78.3,154.5,96,45.4,75,17431
33,96.6,160.6,155,41.3,45,7231
47,83.3,175.1,111,37.8,81,12411
57,91.1,151,97,49,45,10890
19,50.7,162.6,65,40.9,59,14817
34,77.1,175.9,67,42.1,57,11290
58,73,150.7,76,30.7,73,8572
29,74.9,163.2,135,47.7,48,4894
52,53.6,175.7,121,33.7,59,5417
18,84.2,178.7,145,36.4,84,18632
32,75.2,196.3,137,51.5,56,9810
43,88.3,182.3,93,39.4,69,14674
54,74.3,170.7,78,34.9,71,12149
38,57.5,196.5,129,47.3,50,9880
48,82.4,189.2,141,36.4,67,14650
42,58.6,160,159,38.1,59,4115
40,93.6,156.5,177,48.6,83,8581
41,80.7,183.8,96,52.2,49,7651
55,57.9,178,97,52.2,67,3806
45,98.1,189.5,74,44.5,59,9300
38,75.9,186.9,161,43.6,69,12183
35,53.6,181.3,99,53.6,74,18223
53,81.3,199.3,68,35.8,48,16368
52,62.7,176.7,112,34.6,57,7493
26,90.2,155.7,177,49.9,84,6650
55,90.9,191.4,129,42.3,83,14067
47,98.9,162.6,177,51.3,67,18225
51,75.1,188.9,125,37.7,60,14592
49,72.7,197.9,139,39.7,79,2792
20,87.7,184.8,111,56.9,60,3089
20,56.6,179.8,60,42.6,51,2789
45,77.3,173,89,47.7,57,6194
32,77.3,168.2,171,33.2,73,14558
58,54.5,167.7,156,35.4,83,15475
40,70.9,181.8,60,31.1,64,8671
57,92.7,187.6,98,42.7,73,7961
28,92.8,183.9,75,59.7,62,14048
49,55,159.9,76,56.2,66,7155
53,54.5,174.7,171,49,80,2313
50,63.1,189.6,171,55.8,80,2232
41,93.7,173.8,161,47.8,52,11221
56,56.4,176.8,141,41.1,47,13798
51,86,188.6,81,35.2,73,4711
45,55.1,183.1,145,49.6,53,14531
54,81.2,170.5,158,35.8,52,12480
24,67.8,194.8,90,42.5,74,9940
21,89.4,158.1,99,54.8,56,14191
54,61.7,199.8,86,33.9,72,4122
18,82,155.9,95,33.9,54,5779
18,61.8,150.7,178,36.7,57,7654
37,85.7,194.5,63,46.6,46,14374
36,93.7,162.2,172,37.6,45,13169
46,56.3,186.5,177,45.1,66,3172
27,93.3,190.6,128,39.1,77,9317
35,79.7,192.9,84,45.2,60,2159
45,56.4,199.6,154,38.3,73,4129
52,71.4,164.7,137,59.4,54,4917
48,58,185.5,89,44.8,83,14765
44,85,155.8,106,52.3,51,8326
28,87.9,170.3,71,51,45,3579
55,55.3,192.4,86,44.7,70,16509
22,75.3,168.4,104,37.2,49,16349
25,90.7,179.6,147,45.3,79,3960
51,96.8,175.2,122,50.4,57,9902
29,75.7,182.3,114,43.8,71,16033
55,97.5,198.6,89,32.5,56,5844
18,76.8,152.8,141,30.5,74,6697
48,69.7,178.7,73,39.8,76,4390
21,92.4,193.2,115,34.5,75,3419
22,74.6,174.1,78,57.2,49,5917
47,73.6,153.9,145,35.3,81,16206
41,74.5,178,85,41.8,46,14620
20,92.3,166.6,130,51.4,82,13822
28,91.6,157.7,151,54.5,51,6942
21,70.2,192.5,97,44.3,45,10354
43,66.7,176.1,128,35.4,47,7198
44,74.6,196.7,95,38.1,64,13271
44,78.6,190.3,77,42.6,46,13030
59,61.9,184.6,116,40.9,65,18926
23,89.7,150.3,137,40.5,76,19816
32,74.3,171.4,171,34,64,10860
47,66.7,159.9,82,57.4,75,17762
59,55.3,195.5,178,30.9,77,2968
54,61.9,158.7,175,43.2,68,7800
54,97.5,164.3,73,59.4,62,9470
59,65.3,175.8,155,49.8,64,6819
54,58.4,163.2,128,40.7,76,5235
52,73,160.5,81,34.4,49,18635
40,65.4,180,87,58.9,46,6300
23,51.8,154.4,102,30.4,70,16167
21,66.2,152.9,135,50.4,69,17661
35,77.2,168.6,77,56.4,66,13071
26,77.6,186,159,30.8,83,5998
46,67.8,177.7,154,51.8,66,10982
30,72.4,171.1,136,60,55,7180
34,98.3,178.3,143,49.2,55,14752
49,68.9,168.3,168,42.4,48,7421
39,62.9,196.8,95,56.2,77,19879
21,62.2,152.7,178,46.6,62,15918
22,72.9,183.7,178,52.5,75,16316
54,88,194.6,66,47.6,72,12899
58,60.3,190.2,82,31.1,66,15199
30,85.5,159.2,93,36.4,84,7378
51,51.1,164.8,176,32.4,47,17901
39,70.9,185.9,173,33.2,51,4577
40,88.8,154.2,155,30.5,64,10133
20,66.9,190.6,80,42.6,51,3235
59,78.2,185.9,129,35.4,51,19442
51,60.2,186.5,139,55.7,73,17641
49,87.1,155,158,52.5,70,5659
38,52.6,185.9,177,47.2,47,13847
38,92.6,184,106,44.7,61,18440
28,59.9,191.5,112,37.7,84,12084
56,93.7,152.1,143,44.2,64,9472
21,67.6,151.2,165,49.2,78,17596
18,86.1,168.7,100,53.5,77,18606
45,66,157.4,134,32.5,60,11831
41,95.3,177.9,91,51.3,67,7217
52,56.3,195.9,73,52.3,48,15537
30,58.9,169.6,147,46.8,84,11949
51,74.7,192.2,167,36.4,77,11027
28,54.1,150,162,46.2,52,4536
53,59.8,158.4,166,45.1,49,4525
34,97.2,151.5,154,44.3,77,11176
52,98.8,166.4,76,43.8,69,19741
35,68.8,195.4,84,33.3,51,6887
57,96.2,154.8,123,35.5,51,16847
39,77.2,180.3,132,32.9,77,13252
41,63.5,172.6,145,37.3,77,6477
36,85.1,196.9,178,37.9,73,19755
54,82.9,156.1,168,37.4,83,18095
56,99.5,160.6,107,36.3,76,8104
38,63.3,151.5,94,52.1,81,3142
25,83.6,171.7,96,54.6,73,14726
45,52.6,163.9,114,39.8,66,8898
22,55.7,193.5,76,39.2,46,19972
34,50.2,180.2,87,55.3,53,14177
54,100,180.7,60,48.7,73,14916
53,90.1,176.6,112,38.8,77,11662
36,89.3,154.6,132,51.4,54,14106
44,75.5,172.3,114,40.3,72,14682
51,65,200,172,47.6,83,6342
28,57.6,191.8,120,59.8,56,17240
29,64.2,194.7,72,39,66,5362
38,68.8,191.2,106,57.9,50,16583
28,87.8,155.2,123,39.6,84,3636
56,77,161.4,91,46.2,67,16934
45,53.9,150.2,87,43.8,78,13104
22,50.9,165.2,112,53.5,82,17108
34,55.1,155.4,90,31.8,60,19628
37,70.5,173.6,67,48.8,54,13929
58,96.7,183.9,131,52.8,65,12789
29,81.9,193.7,157,44.2,54,15268
23,90.1,187.5,146,33.2,55,12704
34,73.3,196.9,133,37.3,65,6514
36,68.1,152.7,160,50.4,69,16422
43,55.4,150.6,171,56.9,78,17540
49,93.8,183.1,84,42.6,75,7615
23,89.2,164.5,174,46.8,71,19652
53,58.4,162.7,92,36.9,69,16840
55,75.6,166.5,168,42.4,76,4376
28,74.4,163.5,127,40.1,55,18945
50,81.3,175.6,66,49.7,70,13641
41,97.3,172,156,59.5,80,17232
40,79,175.6,125,54.4,81,13558
32,77,183.6,171,35.8,77,13315
44,52.5,169.4,105,47.3,77,13083
28,53.1,162.6,155,32,80,4504
34,59.4,158.3,64,37.4,57,12068
31,51.6,167.5,169,35.2,58,11684
44,87.2,187.1,76,40.1,81,11321
35,86.2,187.8,135,50.4,84,12455
45,56.8,183.3,111,45,45,15064
21,91.8,161.7,71,58,49,8822
24,57.7,179.4,121,36.4,74,14497
52,65.1,178.5,94,40.9,62,16251
26,62.4,174.2,121,39.9,81,12377
25,68.6,177.5,80,37.1,83,7679
34,62.7,174.6,144,59.8,56,8612
34,74.4,178.3,125,41.6,78,18272
50,70.4,185.8,112,58.2,58,3412
49,99.3,155.5,80,41.7,82,19605
25,52.8,187.5,74,36.1,60,4249
36,57.1,156.8,134,33.6,55,4239
55,52.6,153.3,133,55.7,77,9873
20,81.3,198.8,141,31,59,14614
22,52.7,197.8,82,58.9,54,10835
30,91.8,153,90,42.5,47,16803
48,75.6,172.2,113,37.4,55,14795
33,76.4,159.3,114,48.5,55,16441
49,78.1,174.3,179,34,60,17653
39,58.5,191.5,85,32.2,82,7185
46,59.9,197.5,112,54.8,74,15499
39,65.9,181.7,125,42.7,45,11577
20,79.7,167.7,98,45.5,82,9152
27,60.5,180.2,66,35.3,78,19985
59,55.8,165.6,147,31.8,63,15798
38,98.5,195.5,98,41,78,19191
33,51.1,193.5,91,45.2,80,12851
29,90.1,177.9,85,53,48,10306
19,89.4,166.2,146,45,54,14918
58,64.9,164.7,137,53.5,61,14484
41,56.8,151.7,88,33.5,60,14093
52,57.3,190.8,84,31.9,65,10165
47,84.9,172.5,115,34.8,72,17084
47,82.1,166.3,90,53.2,52,12920
52,89.1,173.6,125,52.8,73,16327
36,96.9,190.9,61,34.2,50,14574
25,84.6,156.2,146,30.9,74,3568
43,57.8,192.9,106,50.6,46,19125
57,62.2,194.9,134,55.7,75,11922
24,92.1,197.3,88,52.6,69,6904
47,60.5,169.9,165,36.1,67,4933
24,53.6,160.9,158,47.5,65,6509
20,85.2,168.7,108,52.7,60,6526
18,70.1,166.6,132,37.7,48,7909
53,96,158.8,91,45.8,52,5167
42,82.5,180.4,89,39.4,50,12110
54,54.5,173.8,74,36.8,71,3340
18,97.4,193.3,121,59.1,80,3514
32,62.9,151.6,137,57.4,80,19795
54,66.9,182.2,174,43.4,68,9724
30,70.1,188.1,76,34.1,50,6167
57,52.6,188,81,51.8,77,19406
25,74.8,194.3,175,37.7,46,12478
22,56.2,186.5,89,35.1,60,13963
26,70,196.4,140,41.4,82,11304
18,67.5,166.6,75,45.9,53,6808
53,88.6,175.2,111,32.9,49,10833
52,90.2,150.7,67,47.2,54,8733
19,57.7,150.3,123,30.5,74,12429
57,68.3,162,98,56.8,51,6907
40,68.7,155,90,57.6,73,13678
26,57.6,163,71,52,46,5225
51,89.9,158.9,92,44,64,3014
31,85.4,151.4,117,37.6,48,8768
21,59.5,195.5,71,52.3,72,7458
47,68.3,150.4,84,58,52,4021
48,55.3,186.8,97,34.8,79,13128
55,81.4,157.6,107,44,46,5106
28,56.1,195.6,141,39.5,72,10975
52,99.3,194.6,142,40.7,55,10862
25,89,182.7,114,42.2,80,12961
20,69.5,183.6,62,58.6,53,12765
31,78.9,150.3,158,37.8,82,4584
30,95.6,199.2,128,44.8,45,6942
49,77.7,193.9,94,58.5,71,3277
51,58.7,194.8,110,44.3,47,5043
36,68.9,183,86,55.9,83,9370
55,92.2,167.2,96,31.8,53,13364
33,82.2,194.7,169,58.6,84,15672
19,82.5,164.6,144,35.6,72,10369
57,93.3,178.1,75,59.4,65,10467
34,94.7,155,151,35.3,72,15953
51,96,196.1,84,43.3,68,13551
59,54.7,157,92,39.3,62,17884
33,77.2,161.2,121,43,53,11616
55,87,177.9,76,37.5,70,17829
19,87.8,188.2,102,59,68,9897
19,80.3,181,89,39.2,50,4469
43,58.3,161.6,100,49.6,56,16836
30,89.9,150,176,34.1,80,9051
48,86,187.9,63,54.7,53,12564
51,54.3,199.3,125,46.3,54,11782
56,73.2,190.5,119,59.4,47,18003
20,58.7,173,68,42.7,73,4545
25,66.9,195.2,177,35.9,51,9665
40,50.9,170.5,90,40.4,70,5907
31,70,176.2,148,52.1,52,5731
44,77.5,173.9,160,49.8,57,17283
46,81,172.4,159,53.4,79,9685
56,83.2,188.8,178,32.2,63,10273
56,91.8,176.3,128,47.4,66,13898
18,60.8,165.8,83,58,60,15478
34,56,162.9,83,33.2,59,13368
58,92.6,151.9,152,32.8,46,12017
47,57.8,179.2,173,51.5,82,16823
30,98.7,161.5,104,39.5,65,15621
38,92.1,157.4,154,49.8,74,10273
36,75,182.7,96,46.4,51,18477
36,99.1,184.1,117,59.6,75,15632
42,54.9,187.6,179,56.7,79,2342
39,65.2,175.2,142,50.3,48,8940
48,81.9,194.7,82,37.9,78,19007
34,67.5,196.8,94,37.9,45,2867
40,96.4,190.4,122,56.5,54,12668
49,53.3,181.8,177,47.6,74,2170
27,77.5,165.2,173,53.7,76,10769
27,79.5,199.1,65,43.5,47,10259
53,82.6,163.7,65,33.1,54,3515
25,62.8,160.1,179,40,53,10192
37,68.2,172.1,160,34.8,61,4198
49,92.2,152.8,89,53.5,47,19285
31,59.7,198.9,60,51,71,16593
45,91.3,179.4,122,32.7,79,15037
41,78.1,177.8,67,48.6,48,9755
32,88.1,182.8,87,56.2,48,10986
39,85.7,174.9,148,50.9,76,4066
47,60.4,151.6,92,45.3,82,12011
21,78.4,180.6,112,39.4,55,5907
30,93.4,185.8,97,56.6,83,17600
40,71.6,170.8,111,42.7,50,12246
25,98.3,187.9,137,55.7,79,4596
35,72.6,161.4,70,53.5,76,14658
29,57.1,161.1,61,54.5,67,11330
48,69.5,158.1,112,59.7,81,4621
31,97.6,168.6,153,52.5,70,12920
51,66,192.4,153,31,78,11357
35,93.4,191.4,127,36.2,82,15749
51,94.1,169.1,136,31.1,55,5841
28,67.5,179.5,66,35.7,65,16423
58,54.2,186,161,31.8,68,6558
29,86.2,162.1,126,45,59,14768
32,65.6,158.4,68,30.8,47,6339
48,89.1,198.6,137,44.2,46,2238
46,72.1,180.9,175,57,51,19604
43,74.3,199.1,122,52.5,49,19152
35,88.9,166.9,70,58.3,84,9388
49,69.1,185.2,96,36.8,73,12426
39,72.2,161.1,73,45.9,76,9617
55,68.8,163.1,78,39.6,74,10082
34,68.4,175.6,67,44.8,52,9579
40,76.3,166,66,46.7,76,15922
41,90.4,158.4,118,31.1,46,8456
25,68.1,163.1,122,37,54,4439
58,76.2,151.8,66,51.1,81,12019
23,83.5,185.2,179,53.2,47,12065
22,63.5,174.6,114,47.1,67,17235
46,63.9,154.7,62,38.1,78,14499
45,96.7,158.6,126,42.2,62,10391
28,86.2,155.1,77,32.9,77,10369
18,78.9,180.6,104,58.6,77,7542
36,82.4,154.7,156,56.1,61,11122
