age,height,weight,heart_rate,vo2_max
35,92.1,193.6,172,57.9
31,77.7,185.6,71,30.1
27,95.1,179,116,37
30,96.3,154.5,104,43.2
48,50.5,184.7,179,46.9
47,53.8,158.3,70,57.5
20,62.5,189.3,72,56.8
47,83.5,162.5,90,49.1
23,94.4,170.9,136,37.7
46,73,167.5,161,53.5
25,80.3,192.9,85,36.1
50,59.4,156.3,122,59
34,90.2,178.3,90,30.2
28,98.4,157.1,81,47.1
30,63.4,185.2,65,32.7
28,74.7,195.3,79,42.2
48,54.3,171.7,144,49
45,78,174.4,69,50.7
23,75.1,196.4,142,53.6
58,57.2,176,94,47.8
33,72.1,174.4,85,37.5
21,66.7,178.9,130,56.7
52,76.1,184.5,96,54.3
43,79.3,155.3,67,34.8
29,50.4,191.1,64,54.8
28,88.1,171.8,103,59.2
54,85.7,153.6,159,49.1
42,68.3,189.3,174,38.5
35,52.6,168.8,151,48.2
36,87.7,155,173,40.3
40,97.8,181.7,126,50.3
55,62,194,162,46.3
35,66.2,194.4,131,57.9
43,59.2,197.9,138,48.5
23,78.8,193.4,176,36.4
21,57.7,150.1,150,51.8
46,67.8,169,108,39
51,84.9,190.9,174,38.2
34,78,168.3,95,41.8
33,69.3,180.1,139,30.4
19,71,180.3,85,59.1
51,78.1,168.3,104,46
25,50.3,195.2,120,53.2
30,53.9,175.2,103,37.7
59,94.1,173.2,63,52.4
25,53.9,199.9,135,47
47,85.3,174.7,140,42.7
49,96,158.9,117,59.1
53,63.5,175.7,164,44.8
47,68.5,190.7,167,49.7
18,78.4,188.8,85,30.5
56,94.1,189.4,154,39
34,97.1,185.4,138,56.7
37,87,162.7,175,52.8
41,54.3,193.1,157,46.1
39,83.5,194.7,88,57
46,70.5,159.7,68,44.6
39,73.5,156.5,137,47
26,52.5,198.8,95,41.5
54,59.6,193.4,63,48.6
27,89.5,194.7,118,39.6
53,72.7,194.3,161,41.6
54,65.1,177.1,179,59
45,69.2,182.3,96,33.3
45,92.7,177.3,147,33.2
59,87.4,152.6,140,31.3
38,63.6,187.3,72,39.6
41,55.9,175.3,79,41.9
59,62.6,182.4,76,32.8
57,96,175.1,110,46.5
19,79.1,174.6,150,47.5
25,76.7,158.6,114,52.5
44,79.8,163.9,92,59.3
39,68.3,157.9,80,48.6
54,90.4,159.8,140,33.3
44,76.2,198.6,81,32.7
46,55.8,157.7,84,53.3
20,56.5,163.5,126,49.5
30,76.8,179.5,150,34.9
27,96.8,180.5,150,37.6
53,65.4,157.7,169,52.5
26,93.5,189.7,71,47
44,88.2,189.3,74,47.6
51,62.4,161.9,161,36.3
18,51.8,164.4,143,48.9
49,55.1,196.9,145,53.1
42,86.4,191.3,61,56.6
46,60,184.9,63,52.1
24,68.6,154.1,104,47.3
20,75.1,170.9,72,50.2
37,86.3,178,114,44.6
37,55.7,159.4,91,36.8
47,70.3,172.4,81,56.5
52,74.3,180.1,148,46
52,77,166.4,150,47.8
56,90.9,189,114,59.7
44,58.6,192,76,59.6
43,90.4,166.2,129,47.6
31,84.6,191.9,166,31
34,77.8,155.2,110,41.9
35,85,191.9,139,58.1
46,70.6,157.6,67,38.6
37,56.9,154.1,120,60
44,83.3,182.1,156,32.5
35,76.2,173.6,69,47
21,82,195.4,157,45.5
18,66.9,168.2,78,37.7
18,95.3,164.4,73,58.5
43,79.4,175,126,48.6
37,54.3,172.8,114,36.9
40,72.5,167.2,120,41.5
27,87.8,184.7,115,51.6
28,89.7,188,122,38.9
58,74.7,192.6,164,56.4
58,94.7,198.6,146,35
22,63.4,163.3,163,37.9
18,70.5,185.8,70,34.3
34,94.9,169.7,106,33.1
39,94.8,183.9,65,39
51,84.3,173.8,93,60
58,92.9,199.7,124,32.8
46,54.4,186.4,158,36.4
21,93.2,197.6,148,38.1
22,66,191.7,123,48.6
28,58.9,195.1,152,52.4
38,62,190.7,146,52.6
52,70.9,173,141,30.3
29,62.6,162.6,137,49.6
43,66,168.5,140,48.9
36,56.7,151,125,45.5
24,64.8,176.2,90,41.4
24,78.6,175.3,142,53.9
43,72.1,176.3,155,40.3
57,67.3,198.7,121,36.9
22,87.3,195.6,113,39.3
38,94.7,158.1,151,43.2
31,87.8,168.4,164,36.4
21,66.6,171.2,67,48.2
40,87.2,168,101,56.5
59,57.6,189.9,100,47.9
37,56.5,176.2,118,43.4
32,67.3,178.6,99,53.9
46,90.4,192.7,162,52.4
25,62.3,190.3,81,41
58,53.2,156.6,83,48.1
36,56.6,185.7,97,51.9
56,92.9,171.8,61,37.4
45,81.7,164.7,100,41
44,62.7,152.5,164,33.2
21,77.8,174.4,78,59.6
32,76.4,167.8,164,32.6
52,82.8,162.6,61,35.1
54,61.7,184.7,151,44.4
18,93.2,188.5,155,56
20,65.5,162.2,121,40.7
41,84.7,152.5,142,53.1
44,50.8,192.4,75,50.3
57,68.6,150.5,153,49.2
53,67.6,196.9,81,55.4
51,77.2,181.4,73,30.4
46,53.6,166.1,175,57.9
41,89.5,162.3,115,54.9
41,60.9,150.5,124,58.1
59,83.9,161.8,104,53.8
21,90.2,156.9,113,56.4
20,78.1,180.6,125,36.1
51,87,158.3,145,39.6
40,83.1,176.4,105,39.5
40,67.8,179.5,92,33.3
22,90.4,164.9,138,51.9
48,64.7,151.8,109,34.1
